,date,shop_id,item_id,item_price,item_cnt_day
107,2015-01-04,27,20521,1999.0,1.0
108,2015-01-04,27,20225,479.0,1.0
109,2015-01-04,27,18042,299.0,2.0
110,2015-01-04,27,18030,299.0,1.0
111,2015-01-04,27,18026,299.0,2.0
112,2015-01-04,27,18050,299.0,1.0
113,2015-01-04,27,18048,299.0,1.0
114,2015-01-04,27,18046,299.0,1.0
115,2015-01-04,27,18049,299.0,1.0
116,2015-01-04,28,11927,599.0,1.0
117,2015-01-04,28,11431,79.0,1.0
118,2015-01-04,28,8079,399.0,1.0
119,2015-01-04,28,11899,99.0,1.0
120,2015-01-04,28,10476,479.0,2.0
121,2015-01-04,28,10164,199.0,1.0
122,2015-01-04,28,14308,169.0,1.0
123,2015-01-04,28,13803,799.0,2.0
124,2015-01-04,28,14597,199.0,1.0
125,2015-01-04,28,12091,499.0,1.0
126,2015-01-04,28,13591,1799.0,1.0
127,2015-01-04,28,12839,99.0,1.0
128,2015-01-04,28,5459,349.0,1.0
129,2015-01-04,28,5823,2799.0,1.0
130,2015-01-04,28,4393,1198.0,1.0
131,2015-01-04,28,4003,449.0,1.0
132,2015-01-04,28,4102,349.0,2.0
133,2015-01-04,28,4872,1199.0,1.0
134,2015-01-04,28,7308,349.0,1.0
135,2015-01-04,28,7894,2290.0,2.0
136,2015-01-04,28,6129,1999.0,1.0
137,2015-01-04,28,6027,299.0,1.0
138,2015-01-04,28,6713,1699.0,2.0
139,2015-01-04,28,6351,449.0,1.0
140,2015-01-04,31,18677,199.0,1.0
141,2015-01-04,31,19116,399.0,1.0
142,2015-01-04,31,20613,1099.0,2.0
143,2015-01-04,31,21365,999.0,1.0
144,2015-01-04,31,21367,749.0,1.0
145,2015-01-04,31,21377,135.2,1.0
146,2015-01-04,31,21364,479.0,1.0
147,2015-01-04,31,19817,499.0,1.0
148,2015-01-04,31,19894,499.0,1.0
149,2015-01-04,31,19692,169.0,1.0
150,2015-01-04,31,19752,63.2,1.0
151,2015-01-04,31,20465,1399.0,1.0
152,2015-01-04,31,20055,399.0,1.0
153,2015-01-04,31,16356,199.0,1.0
154,2015-01-04,31,16555,49.0,1.0
155,2015-01-04,31,16790,2899.0,1.0
156,2015-01-04,31,16058,449.0,1.0
157,2015-01-04,31,16137,399.0,1.0
158,2015-01-04,31,16116,659.0,1.0
159,2015-01-04,31,16083,449.0,1.0
160,2015-01-04,31,15615,399.0,1.0
161,2015-01-04,31,17500,499.0,1.0
162,2015-01-04,31,17467,399.0,1.0
163,2015-01-04,31,17748,349.0,1.0
164,2015-01-04,31,16896,399.0,1.0
165,2015-01-04,31,17046,399.0,1.0
166,2015-01-04,31,17130,58.0,1.0
167,2015-01-04,31,16032,499.0,1.0
168,2015-01-04,31,21386,134.6,1.0
169,2015-01-04,35,4806,99.0,1.0
170,2015-01-04,35,5821,1099.0,1.0
171,2015-01-04,35,5663,3690.0,1.0
172,2015-01-04,35,2976,2199.0,1.0
173,2015-01-04,35,3072,3499.0,1.0
174,2015-01-04,35,2799,499.0,1.0
175,2015-01-04,35,13802,499.0,1.0
176,2015-01-04,35,12477,199.0,1.0
177,2015-01-04,35,7736,299.0,1.0
178,2015-01-04,35,7894,2290.0,1.0
179,2015-01-04,35,7877,3990.0,-1.0
180,2015-01-04,35,9554,199.0,1.0
181,2015-01-04,35,10455,99.0,1.0
182,2015-01-04,31,22088,119.0,2.0
183,2015-01-04,31,22087,119.0,1.0
184,2015-01-04,31,21363,3199.0,1.0
185,2015-01-04,31,21440,149.0,1.0
186,2015-01-04,31,21793,999.0,1.0
187,2015-01-04,31,21976,1499.0,1.0
188,2015-01-04,35,970,349.0,1.0
189,2015-01-04,34,22088,119.0,1.0
190,2015-01-04,34,22087,119.0,1.0
191,2015-01-04,34,20949,5.0,1.0
192,2015-01-04,35,1880,2849.0,1.0
193,2015-01-04,35,1857,1999.0,1.0
194,2015-01-04,35,1883,3999.0,1.0
195,2015-01-04,35,1826,28.0,1.0
196,2015-01-04,35,1824,28.0,1.0
197,2015-01-04,34,17717,2599.0,1.0
198,2015-01-04,34,13697,899.0,1.0
199,2015-01-04,34,15044,298.0,1.0
200,2015-01-04,31,9355,349.0,1.0
201,2015-01-04,31,8012,299.0,1.0
202,2015-01-04,31,8008,299.0,2.0
203,2015-01-04,31,9495,99.0,1.0
204,2015-01-04,31,10476,479.0,2.0
205,2015-01-04,31,10478,799.0,1.0
206,2015-01-04,31,10633,899.0,1.0
207,2015-01-04,31,10615,599.0,1.0
208,2015-01-04,31,9697,1799.0,1.0
209,2015-01-04,31,10266,299.0,1.0
210,2015-01-04,31,10378,149.0,1.0
211,2015-01-04,31,5822,1149.0,4.0
212,2015-01-04,31,5341,1399.0,1.0
213,2015-01-04,31,5572,1890.0,1.0
214,2015-01-04,31,4807,399.0,1.0
215,2015-01-04,31,4872,1199.0,1.0
216,2015-01-04,31,4628,299.0,1.0
217,2015-01-04,31,5305,299.0,1.0
218,2015-01-04,31,4906,1999.0,1.0
219,2015-01-04,31,6308,299.0,1.0
220,2015-01-04,31,6710,599.0,1.0
221,2015-01-04,31,7793,2599.0,1.0
222,2015-01-04,31,7233,599.0,1.0
223,2015-01-04,31,6051,399.0,1.0
224,2015-01-04,31,6129,1999.0,1.0
225,2015-01-04,31,6128,2499.0,1.0
226,2015-01-04,31,5962,699.0,1.0
227,2015-01-04,31,6496,249.0,1.0
228,2015-01-04,31,6252,299.0,1.0
229,2015-01-04,31,6226,199.0,1.0
230,2015-01-04,31,14437,349.0,1.0
231,2015-01-04,31,14458,299.0,1.0
232,2015-01-04,31,13812,99.0,1.0
233,2015-01-04,31,13803,799.0,1.0
234,2015-01-04,31,13802,499.0,1.0
235,2015-01-04,31,14019,149.0,2.0
236,2015-01-04,31,14223,299.0,1.0
237,2015-01-04,31,15286,1899.0,1.0
238,2015-01-04,31,15336,529.0,1.0
239,2015-01-04,31,15480,599.0,1.0
240,2015-01-04,31,14830,339.0,1.0
241,2015-01-04,31,14628,199.0,1.0
242,2015-01-04,31,15240,599.0,1.0
243,2015-01-04,31,14844,339.0,1.0
244,2015-01-04,31,11926,1139.0,2.0
245,2015-01-04,31,11688,149.0,1.0
246,2015-01-04,31,11711,299.0,1.0
247,2015-01-04,31,11795,199.0,1.0
248,2015-01-04,31,11927,569.0,4.0
249,2015-01-04,31,11181,99.0,1.0
250,2015-01-04,31,11247,399.0,1.0
251,2015-01-04,31,11134,79.0,1.0
252,2015-01-04,31,11106,199.0,1.0
253,2015-01-04,31,11595,99.0,1.0
254,2015-01-04,31,12797,199.0,1.0
255,2015-01-04,31,12062,99.0,1.0
256,2015-01-04,31,12361,99.0,1.0
257,2015-01-04,24,8079,399.0,1.0
258,2015-01-04,24,8073,399.0,1.0
259,2015-01-04,24,11926,1199.0,1.0
260,2015-01-04,24,9401,299.0,1.0
261,2015-01-04,24,10478,799.0,1.0
262,2015-01-04,24,10476,479.0,1.0
263,2015-01-04,24,13802,499.0,1.0
264,2015-01-04,24,6126,999.0,1.0
265,2015-01-04,24,6117,249.0,1.0
266,2015-01-04,24,8570,499.0,1.0
267,2015-01-04,24,7856,799.0,1.0
268,2015-01-04,25,74,499.0,1.0
269,2015-01-04,24,20949,5.0,1.0
270,2015-01-04,24,14228,99.0,1.0
271,2015-01-04,24,14227,99.0,1.0
272,2015-01-04,24,19993,98.0,1.0
273,2015-01-04,21,20269,169.0,1.0
274,2015-01-04,21,22162,399.0,1.0
275,2015-01-04,21,17785,169.0,1.0
276,2015-01-04,24,1905,249.0,1.0
277,2015-01-04,21,20225,479.0,1.0
278,2015-01-04,21,18923,399.0,1.0
279,2015-01-04,21,19817,499.0,1.0
280,2015-01-04,21,19162,749.0,1.0
281,2015-01-04,21,19161,399.0,1.0
282,2015-01-04,24,4178,1590.0,1.0
283,2015-01-04,24,4231,2299.0,1.0
284,2015-01-04,24,5240,799.0,1.0
285,2015-01-04,24,5380,3490.0,1.0
286,2015-01-04,24,1914,249.0,1.0
287,2015-01-04,24,3071,799.0,1.0
288,2015-01-04,24,3146,2590.0,1.0
289,2015-01-04,25,5272,299.0,1.0
290,2015-01-04,25,5827,349.0,1.0
291,2015-01-04,25,5821,1099.0,1.0
292,2015-01-04,25,5822,1149.0,1.0
293,2015-01-04,25,4808,399.0,1.0
294,2015-01-04,25,4906,1999.0,1.0
295,2015-01-04,25,4962,399.0,1.0
296,2015-01-04,25,6503,1999.0,1.0
297,2015-01-04,25,5672,3490.0,1.0
298,2015-01-04,25,5658,799.0,1.0
299,2015-01-04,25,5601,399.0,1.0
300,2015-01-04,25,6185,499.0,1.0
301,2015-01-04,25,6254,1249.0,1.0
302,2015-01-04,25,6028,2499.0,1.0
303,2015-01-04,25,2416,699.0,1.0
304,2015-01-04,25,1971,4499.0,1.0
305,2015-01-04,25,2575,2099.0,-1.0
306,2015-01-04,25,2778,99.0,1.0
307,2015-01-04,25,2819,2198.0,1.0
308,2015-01-04,25,2808,999.0,1.0
309,2015-01-04,25,2755,999.0,1.0
310,2015-01-04,25,1390,1398.0,1.0
311,2015-01-04,25,2852,666.0,3.0
312,2015-01-04,25,1535,1999.0,1.0
313,2015-01-04,25,1876,2599.0,1.0
314,2015-01-04,25,2853,666.0,3.0
315,2015-01-04,25,3708,899.0,2.0
316,2015-01-04,25,4355,2399.0,1.0
317,2015-01-04,25,3071,799.0,1.0
318,2015-01-04,25,3238,2398.0,1.0
319,2015-01-04,25,3423,1399.0,1.0
320,2015-01-04,22,10517,1849.0,1.0
321,2015-01-04,22,9451,399.0,1.0
322,2015-01-04,22,12206,2499.0,1.0
323,2015-01-04,22,6156,99.0,1.0
324,2015-01-04,22,5821,1099.0,1.0
325,2015-01-04,22,7805,498.0,1.0
326,2015-01-04,22,7308,349.0,1.0
327,2015-01-04,22,17717,1999.0,1.0
328,2015-01-04,22,19436,799.0,1.0
329,2015-01-04,22,19307,799.0,1.0
330,2015-01-04,22,16249,899.0,1.0
331,2015-01-04,22,13387,299.0,5.0
332,2015-01-04,22,13367,299.0,1.0
333,2015-01-04,22,14652,199.0,1.0
334,2015-01-04,22,14386,149.0,1.0
335,2015-01-04,19,16055,599.0,1.0
336,2015-01-04,19,16056,799.0,1.0
337,2015-01-04,19,16184,449.0,1.0
338,2015-01-04,19,16210,359.0,1.0
339,2015-01-04,22,3443,1799.0,1.0
340,2015-01-04,22,3236,2398.0,1.0
341,2015-01-04,22,3234,498.0,1.0
342,2015-01-04,22,3071,799.0,1.0
343,2015-01-04,22,2445,599.0,1.0
344,2015-01-04,22,4806,99.0,2.0
345,2015-01-04,22,4548,2090.0,1.0
346,2015-01-04,22,4516,349.0,1.0
347,2015-01-04,22,4367,1399.0,1.0
348,2015-01-04,22,4190,1192.0,1.0
349,2015-01-04,22,486,300.0,2.0
350,2015-01-04,22,787,420.0,1.0
351,2015-01-04,22,482,3300.0,3.0
352,2015-01-04,22,1534,1299.0,1.0
353,2015-01-04,22,1568,1999.0,1.0
354,2015-01-04,22,1389,1998.0,1.0
355,2015-01-04,22,839,3300.0,1.0
356,2015-01-04,22,837,4600.0,1.0
357,2015-01-04,21,11311,899.0,1.0
358,2015-01-04,21,11306,449.0,2.0
359,2015-01-04,21,11431,79.0,1.0
360,2015-01-04,21,8079,399.0,1.0
361,2015-01-04,21,11247,399.0,1.0
362,2015-01-04,21,12399,99.0,1.0
363,2015-01-04,21,12362,399.0,1.0
364,2015-01-04,21,12552,199.0,1.0
365,2015-01-04,21,12090,399.0,1.0
366,2015-01-04,21,8569,399.0,2.0
367,2015-01-04,21,8981,399.0,1.0
368,2015-01-04,21,8508,699.0,1.0
369,2015-01-04,21,8455,3490.0,1.0
370,2015-01-04,21,10476,479.0,1.0
371,2015-01-04,21,15470,249.0,1.0
372,2015-01-04,21,17046,399.0,2.0
373,2015-01-04,21,16859,28.0,1.0
374,2015-01-04,21,17717,1744.5,2.0
375,2015-01-04,21,16493,399.0,1.0
376,2015-01-04,21,15817,399.0,1.0
377,2015-01-04,21,13827,169.0,1.0
378,2015-01-04,21,13802,499.0,2.0
379,2015-01-04,21,13229,499.0,1.0
380,2015-01-04,21,13230,499.0,1.0
381,2015-01-04,21,14243,399.0,1.0
382,2015-01-04,21,2517,399.0,1.0
383,2015-01-04,21,2813,899.0,1.0
384,2015-01-04,21,1969,3999.0,1.0
385,2015-01-04,21,2254,1399.0,1.0
386,2015-01-04,21,2946,449.0,-1.0
387,2015-01-04,21,3553,2799.0,1.0
388,2015-01-04,21,3342,2999.0,1.0
389,2015-01-04,22,21364,479.0,2.0
390,2015-01-04,22,20949,5.0,3.0
391,2015-01-04,21,1523,799.0,-1.0
392,2015-01-04,21,1256,149.0,1.0
393,2015-01-04,22,22162,399.0,1.0
394,2015-01-04,21,6252,299.0,1.0
395,2015-01-04,21,5666,3490.0,1.0
396,2015-01-04,21,6503,1999.0,1.0
397,2015-01-04,21,7220,1299.0,1.0
398,2015-01-04,21,7172,2599.0,1.0
399,2015-01-04,21,7087,999.0,1.0
400,2015-01-04,21,6675,26990.0,1.0
401,2015-01-04,21,6625,999.0,1.0
402,2015-01-04,21,4807,399.0,1.0
403,2015-01-04,21,3801,299.0,1.0
404,2015-01-04,21,4102,349.0,1.0
405,2015-01-04,21,5459,349.0,1.0
406,2015-01-04,21,4717,299.0,1.0
407,2015-01-04,21,4904,399.0,2.0
408,2015-01-04,21,5046,349.0,1.0
409,2015-01-04,21,5037,2599.0,1.0
410,2015-01-04,26,16676,399.0,1.0
411,2015-01-04,26,20225,479.0,2.0
412,2015-01-04,26,20226,799.0,1.0
413,2015-01-04,26,20540,1499.0,1.0
414,2015-01-04,26,20405,2399.0,1.0
415,2015-01-04,26,18975,149.0,1.0
416,2015-01-04,26,21364,479.0,1.0
417,2015-01-04,26,15450,999.0,1.0
418,2015-01-04,26,16147,599.0,1.0
419,2015-01-04,26,14437,349.0,1.0
420,2015-01-04,27,1971,4499.0,1.0
421,2015-01-04,27,1876,2599.0,1.0
422,2015-01-04,27,1969,3999.0,1.0
423,2015-01-04,27,2416,699.0,1.0
424,2015-01-04,26,21388,999.0,1.0
425,2015-01-04,26,21386,169.0,1.0
426,2015-01-04,26,21367,749.0,1.0
427,2015-01-04,26,21366,1599.0,1.0
428,2015-01-04,27,1315,449.0,1.0
429,2015-01-04,27,971,349.0,1.0
430,2015-01-04,26,4178,1590.0,1.0
431,2015-01-04,26,4352,1699.0,1.0
432,2015-01-04,26,4103,2049.0,1.0
433,2015-01-04,26,4717,299.0,1.0
434,2015-01-04,26,1905,249.0,1.0
435,2015-01-04,26,1969,3999.0,1.0
436,2015-01-04,26,5820,3199.0,1.0
437,2015-01-04,26,2252,399.0,1.0
438,2015-01-04,26,2049,998.0,1.0
439,2015-01-04,26,2592,499.0,1.0
440,2015-01-04,26,10337,149.0,1.0
441,2015-01-04,26,10478,799.0,1.0
442,2015-01-04,26,11926,1079.0,1.0
443,2015-01-04,26,11927,599.0,1.0
444,2015-01-04,26,10788,249.0,1.0
445,2015-01-04,26,10786,299.0,1.0
446,2015-01-04,26,10785,349.0,1.0
447,2015-01-04,26,10784,399.0,1.0
448,2015-01-04,26,10782,249.0,1.0
449,2015-01-04,26,11496,169.0,1.0
450,2015-01-04,26,5823,2799.0,1.0
451,2015-01-04,26,7812,5890.0,1.0
452,2015-01-04,27,9355,349.0,3.0
453,2015-01-04,27,10476,479.0,1.0
454,2015-01-04,27,10216,149.0,1.0
455,2015-01-04,27,7794,2498.0,1.0
456,2015-01-04,27,7087,999.0,1.0
457,2015-01-04,27,7894,2290.0,1.0
458,2015-01-04,27,13721,229.0,1.0
459,2015-01-04,27,15040,599.0,1.0
460,2015-01-04,27,13881,599.0,1.0
461,2015-01-04,27,11927,599.0,1.0
462,2015-01-04,27,12411,199.0,1.0
463,2015-01-04,27,4181,1190.0,1.0
464,2015-01-04,27,3753,599.0,1.0
465,2015-01-04,27,3340,1799.0,1.0
466,2015-01-04,27,3476,799.0,1.0
467,2015-01-04,27,3327,149.0,1.0
468,2015-01-04,27,5643,2990.0,2.0
469,2015-01-04,27,6474,249.0,1.0
470,2015-01-04,27,6117,249.0,1.0
471,2015-01-04,27,4717,299.0,1.0
472,2015-01-04,27,4870,1299.0,1.0
473,2015-01-04,27,5240,799.0,1.0
474,2015-01-04,25,12465,199.0,1.0
475,2015-01-04,25,12527,449.0,1.0
476,2015-01-04,25,12730,1490.0,1.0
477,2015-01-04,25,11927,599.0,2.0
478,2015-01-04,25,11926,1079.0,1.0
479,2015-01-04,25,14044,399.0,1.0
480,2015-01-04,25,14019,149.0,1.0
481,2015-01-04,25,14216,299.0,1.0
482,2015-01-04,25,15114,249.0,1.0
483,2015-01-04,25,15112,159.0,1.0
484,2015-01-04,25,13674,1649.0,2.0
485,2015-01-04,25,13687,1799.0,1.0
486,2015-01-04,25,13802,499.0,1.0
487,2015-01-04,25,13856,28.0,1.0
488,2015-01-04,25,13723,229.0,1.0
489,2015-01-04,25,8981,399.0,1.0
490,2015-01-04,25,9396,299.0,1.0
491,2015-01-04,25,8888,199.0,1.0
492,2015-01-04,25,8856,299.0,1.0
493,2015-01-04,25,8808,99.0,1.0
494,2015-01-04,25,10216,149.0,1.0
495,2015-01-04,25,7933,1190.0,1.0
496,2015-01-04,25,7856,799.0,1.0
497,2015-01-04,25,8537,349.0,1.0
498,2015-01-04,25,8469,349.0,1.0
499,2015-01-04,25,11185,349.0,1.0
500,2015-01-04,25,11184,199.0,1.0
501,2015-01-04,25,11339,349.0,1.0
502,2015-01-04,25,11652,399.0,1.0
503,2015-01-04,25,10617,689.0,1.0
504,2015-01-04,25,10578,299.0,1.0
505,2015-01-04,25,10382,399.0,1.0
506,2015-01-04,25,9994,449.0,1.0
507,2015-01-04,25,9929,58.0,1.0
508,2015-01-04,25,10478,799.0,1.0
509,2015-01-04,25,19686,399.0,1.0
510,2015-01-04,25,19438,2999.0,1.0
511,2015-01-04,25,19118,699.0,1.0
512,2015-01-04,25,19893,449.0,1.0
513,2015-01-04,25,19986,1999.0,1.0
514,2015-01-04,25,18042,299.0,1.0
515,2015-01-04,25,19405,399.0,1.0
516,2015-01-04,25,18953,28.0,1.0
517,2015-01-04,25,18454,199.0,1.0
518,2015-01-04,25,21427,169.0,1.0
519,2015-01-04,25,21386,169.0,1.0
520,2015-01-04,25,21361,1999.0,1.0
521,2015-01-04,25,21362,1099.0,1.0
522,2015-01-04,25,20611,2249.0,1.0
523,2015-01-04,25,20608,1999.0,1.0
524,2015-01-04,25,21364,479.0,1.0
525,2015-01-04,25,20957,1198.0,1.0
526,2015-01-04,25,15938,1299.0,1.0
527,2015-01-04,25,16245,1099.0,1.0
528,2015-01-04,25,16160,1999.0,1.0
529,2015-01-04,25,15456,649.0,1.0
530,2015-01-04,25,17104,399.0,1.0
531,2015-01-04,25,16896,399.0,1.0
532,2015-01-04,25,17717,1499.0,1.0
533,2015-01-04,25,15817,399.0,1.0
534,2015-01-04,25,15787,399.0,1.0
535,2015-01-04,25,15844,349.0,1.0
536,2015-01-04,25,15746,599.0,2.0
537,2015-01-04,25,16310,1279.0,1.0
538,2015-01-04,25,16826,4999.0,1.0
539,2015-01-04,25,16487,399.0,1.0
540,2015-01-04,56,2308,199.0,1.0
541,2015-01-04,56,2252,399.0,1.0
542,2015-01-04,56,2269,599.0,1.0
543,2015-01-04,56,2283,999.0,1.0
544,2015-01-04,56,3072,3499.0,1.0
545,2015-01-04,56,2939,449.0,1.0
546,2015-01-04,56,2934,449.0,1.0
547,2015-01-04,55,21486,210.0,1.0
548,2015-01-04,55,19434,50.0,1.0
549,2015-01-04,56,3341,2599.0,2.0
550,2015-01-04,56,4427,299.0,1.0
551,2015-01-04,56,4516,349.0,1.0
552,2015-01-04,56,4181,1190.0,1.0
553,2015-01-04,55,13097,1000.0,4.0
554,2015-01-04,55,13099,500.0,2.0
555,2015-01-04,55,10205,1079.0,1.0
556,2015-01-04,55,11286,399.0,1.0
557,2015-01-04,55,10583,199.0,1.0
558,2015-01-04,55,18015,300.0,1.0
559,2015-01-04,55,19288,500.0,1.0
560,2015-01-04,55,13342,150.0,1.0
561,2015-01-04,55,13341,150.0,1.0
562,2015-01-04,55,13359,150.0,1.0
563,2015-01-04,56,14313,199.0,1.0
564,2015-01-04,56,20225,479.0,1.0
565,2015-01-04,56,19116,399.0,1.0
566,2015-01-04,56,19134,549.0,1.0
567,2015-01-04,56,20949,5.0,1.0
568,2015-01-04,56,9355,349.0,1.0
569,2015-01-04,56,9394,299.0,1.0
570,2015-01-04,56,9409,349.0,1.0
571,2015-01-04,56,9862,99.0,1.0
572,2015-01-04,56,12610,349.0,1.0
573,2015-01-04,56,10842,399.0,1.0
574,2015-01-04,56,10478,799.0,1.0
575,2015-01-04,54,21364,479.0,1.0
576,2015-01-04,54,20225,479.0,1.0
577,2015-01-04,54,19216,99.0,1.0
578,2015-01-04,54,19836,99.0,1.0
579,2015-01-04,54,21365,999.0,2.0
580,2015-01-04,54,22058,169.0,1.0
581,2015-01-04,54,21684,149.0,1.0
582,2015-01-04,54,21679,149.0,1.0
583,2015-01-04,54,16359,249.0,1.0
584,2015-01-04,54,18253,299.0,1.0
585,2015-01-04,54,18699,199.0,1.0
586,2015-01-04,54,18882,79.0,1.0
587,2015-01-04,54,18884,79.0,1.0
588,2015-01-04,54,17130,58.0,1.0
589,2015-01-04,54,17398,99.0,1.0
590,2015-01-04,54,18163,299.0,1.0
591,2015-01-04,55,799,25.0,1.0
592,2015-01-04,55,803,100.0,1.0
593,2015-01-04,55,492,600.0,1.0
594,2015-01-04,55,493,250.0,1.0
595,2015-01-04,54,16055,599.0,1.0
596,2015-01-04,54,7853,399.0,1.0
597,2015-01-04,54,10891,199.0,1.0
598,2015-01-04,54,10940,1148.0,1.0
599,2015-01-04,54,10277,249.0,1.0
600,2015-01-04,54,10003,99.0,1.0
601,2015-01-04,54,5341,1399.0,1.0
602,2015-01-04,54,5837,499.0,1.0
603,2015-01-04,54,4701,299.0,1.0
604,2015-01-04,54,4717,299.0,1.0
605,2015-01-04,54,7220,1299.0,1.0
606,2015-01-04,54,7736,299.0,1.0
607,2015-01-04,54,6129,1999.0,1.0
608,2015-01-04,54,6432,198.0,1.0
609,2015-01-04,54,15085,699.0,1.0
610,2015-01-04,54,15088,799.0,1.0
611,2015-01-04,54,14710,399.0,1.0
612,2015-01-04,54,14845,199.0,2.0
613,2015-01-04,54,15193,299.0,1.0
614,2015-01-04,54,14243,399.0,1.0
615,2015-01-04,54,14280,349.0,1.0
616,2015-01-04,54,15398,1129.0,1.0
617,2015-01-04,54,16056,799.0,1.0
618,2015-01-04,54,12064,99.0,1.0
619,2015-01-04,54,11200,149.0,1.0
620,2015-01-04,54,11244,69.0,1.0
621,2015-01-04,54,13802,499.0,1.0
622,2015-01-04,54,13159,299.0,1.0
623,2015-01-04,54,13166,249.0,1.0
624,2015-01-04,54,13557,2499.0,1.0
625,2015-01-04,55,1373,79.2,1.0
