,date,shop_id,item_id,item_price,item_cnt_day,item_id,item_earnings,total_items_sold,date,id,item_id,item_earnings,total_items_sold,date,shop_id,shop_earnings,total_items_sold,date
13,2015-01-04,28,21365,999.0,2.0,21365,9890.0,12.0,03/12/2019,941,21365,9890.0,12.0,03/12/2019,28,58538.0,82.0,03/09/2019
14,2015-01-04,28,21365,999.0,2.0,21365,9890.0,12.0,03/12/2019,941,21365,9890.0,12.0,03/12/2019,28,58538.0,82.0,03/09/2019
15,2015-01-04,28,21365,999.0,2.0,21365,9890.0,12.0,03/09/2019,941,21365,9890.0,12.0,03/12/2019,28,58538.0,82.0,03/12/2019
16,2015-01-04,28,21365,999.0,2.0,21365,9890.0,12.0,03/12/2019,941,21365,9890.0,12.0,03/12/2019,28,58538.0,82.0,03/12/2019
17,2015-01-04,28,21365,999.0,2.0,21365,9890.0,12.0,03/12/2019,941,21365,9890.0,12.0,03/12/2019,28,58538.0,82.0,03/12/2019
18,2015-01-04,28,22104,249.0,2.0,22104,249.0,2.0,03/09/2019,983,22104,249.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
19,2015-01-04,28,22104,249.0,2.0,22104,249.0,2.0,03/12/2019,983,22104,249.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
20,2015-01-04,28,22104,249.0,2.0,22104,249.0,2.0,03/12/2019,983,22104,249.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
21,2015-01-04,28,22104,249.0,2.0,22104,249.0,2.0,03/09/2019,983,22104,249.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
22,2015-01-04,28,22104,249.0,2.0,22104,249.0,2.0,03/12/2019,983,22104,249.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
23,2015-01-04,28,22104,249.0,2.0,22104,249.0,2.0,03/12/2019,983,22104,249.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
24,2015-01-04,28,22091,179.0,1.0,22091,358.0,2.0,03/09/2019,981,22091,358.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
25,2015-01-04,28,22091,179.0,1.0,22091,358.0,2.0,03/12/2019,981,22091,358.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
26,2015-01-04,28,22091,179.0,1.0,22091,358.0,2.0,03/12/2019,981,22091,358.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
27,2015-01-04,28,22091,179.0,1.0,22091,358.0,2.0,03/09/2019,981,22091,358.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
28,2015-01-04,28,22091,179.0,1.0,22091,358.0,2.0,03/12/2019,981,22091,358.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
29,2015-01-04,28,22091,179.0,1.0,22091,358.0,2.0,03/12/2019,981,22091,358.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
30,2015-01-04,28,21842,149.0,1.0,21842,149.0,1.0,03/09/2019,969,21842,149.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
31,2015-01-04,28,21842,149.0,1.0,21842,149.0,1.0,03/12/2019,969,21842,149.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
32,2015-01-04,28,21842,149.0,1.0,21842,149.0,1.0,03/12/2019,969,21842,149.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
33,2015-01-04,28,21842,149.0,1.0,21842,149.0,1.0,03/09/2019,969,21842,149.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
34,2015-01-04,28,21842,149.0,1.0,21842,149.0,1.0,03/12/2019,969,21842,149.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
35,2015-01-04,28,21842,149.0,1.0,21842,149.0,1.0,03/12/2019,969,21842,149.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
36,2015-01-04,28,21881,299.0,1.0,21881,897.0,3.0,03/09/2019,970,21881,897.0,3.0,03/12/2019,28,58538.0,82.0,03/09/2019
37,2015-01-04,28,21881,299.0,1.0,21881,897.0,3.0,03/12/2019,970,21881,897.0,3.0,03/12/2019,28,58538.0,82.0,03/09/2019
38,2015-01-04,28,21881,299.0,1.0,21881,897.0,3.0,03/12/2019,970,21881,897.0,3.0,03/12/2019,28,58538.0,82.0,03/09/2019
39,2015-01-04,28,21881,299.0,1.0,21881,897.0,3.0,03/09/2019,970,21881,897.0,3.0,03/12/2019,28,58538.0,82.0,03/12/2019
40,2015-01-04,28,21881,299.0,1.0,21881,897.0,3.0,03/12/2019,970,21881,897.0,3.0,03/12/2019,28,58538.0,82.0,03/12/2019
41,2015-01-04,28,21881,299.0,1.0,21881,897.0,3.0,03/12/2019,970,21881,897.0,3.0,03/12/2019,28,58538.0,82.0,03/12/2019
42,2015-01-04,29,6930,2199.0,1.0,6930,2199.0,1.0,03/09/2019,325,6930,2199.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
43,2015-01-04,29,6930,2199.0,1.0,6930,2199.0,1.0,03/12/2019,325,6930,2199.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
44,2015-01-04,29,6930,2199.0,1.0,6930,2199.0,1.0,03/12/2019,325,6930,2199.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
45,2015-01-04,29,6930,2199.0,1.0,6930,2199.0,1.0,03/09/2019,325,6930,2199.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
46,2015-01-04,29,6930,2199.0,1.0,6930,2199.0,1.0,03/12/2019,325,6930,2199.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
47,2015-01-04,29,6930,2199.0,1.0,6930,2199.0,1.0,03/12/2019,325,6930,2199.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
48,2015-01-04,29,10515,169.0,1.0,10515,169.0,1.0,03/09/2019,459,10515,169.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
49,2015-01-04,29,10515,169.0,1.0,10515,169.0,1.0,03/12/2019,459,10515,169.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
50,2015-01-04,29,10515,169.0,1.0,10515,169.0,1.0,03/12/2019,459,10515,169.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
51,2015-01-04,29,10515,169.0,1.0,10515,169.0,1.0,03/09/2019,459,10515,169.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
52,2015-01-04,29,10515,169.0,1.0,10515,169.0,1.0,03/12/2019,459,10515,169.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
53,2015-01-04,29,10515,169.0,1.0,10515,169.0,1.0,03/12/2019,459,10515,169.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
54,2015-01-04,29,8624,149.0,1.0,8624,149.0,1.0,03/09/2019,393,8624,149.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
55,2015-01-04,29,8624,149.0,1.0,8624,149.0,1.0,03/12/2019,393,8624,149.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
56,2015-01-04,29,8624,149.0,1.0,8624,149.0,1.0,03/12/2019,393,8624,149.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
57,2015-01-04,29,8624,149.0,1.0,8624,149.0,1.0,03/09/2019,393,8624,149.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
58,2015-01-04,29,8624,149.0,1.0,8624,149.0,1.0,03/12/2019,393,8624,149.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
59,2015-01-04,29,8624,149.0,1.0,8624,149.0,1.0,03/12/2019,393,8624,149.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
60,2015-01-04,29,4178,1590.0,1.0,4178,4770.0,3.0,03/09/2019,196,4178,4770.0,3.0,03/12/2019,29,28579.0,24.0,03/09/2019
61,2015-01-04,29,4178,1590.0,1.0,4178,4770.0,3.0,03/12/2019,196,4178,4770.0,3.0,03/12/2019,29,28579.0,24.0,03/09/2019
62,2015-01-04,29,4178,1590.0,1.0,4178,4770.0,3.0,03/12/2019,196,4178,4770.0,3.0,03/12/2019,29,28579.0,24.0,03/09/2019
63,2015-01-04,29,4178,1590.0,1.0,4178,4770.0,3.0,03/09/2019,196,4178,4770.0,3.0,03/12/2019,29,28579.0,24.0,03/12/2019
64,2015-01-04,29,4178,1590.0,1.0,4178,4770.0,3.0,03/12/2019,196,4178,4770.0,3.0,03/12/2019,29,28579.0,24.0,03/12/2019
65,2015-01-04,29,4178,1590.0,1.0,4178,4770.0,3.0,03/12/2019,196,4178,4770.0,3.0,03/12/2019,29,28579.0,24.0,03/12/2019
66,2015-01-04,29,5643,2990.0,1.0,5643,11960.0,5.0,03/09/2019,264,5643,11960.0,5.0,03/12/2019,29,28579.0,24.0,03/09/2019
67,2015-01-04,29,5643,2990.0,1.0,5643,11960.0,5.0,03/12/2019,264,5643,11960.0,5.0,03/12/2019,29,28579.0,24.0,03/09/2019
68,2015-01-04,29,5643,2990.0,1.0,5643,11960.0,5.0,03/12/2019,264,5643,11960.0,5.0,03/12/2019,29,28579.0,24.0,03/09/2019
69,2015-01-04,29,5643,2990.0,1.0,5643,11960.0,5.0,03/09/2019,264,5643,11960.0,5.0,03/12/2019,29,28579.0,24.0,03/12/2019
70,2015-01-04,29,5643,2990.0,1.0,5643,11960.0,5.0,03/12/2019,264,5643,11960.0,5.0,03/12/2019,29,28579.0,24.0,03/12/2019
71,2015-01-04,29,5643,2990.0,1.0,5643,11960.0,5.0,03/12/2019,264,5643,11960.0,5.0,03/12/2019,29,28579.0,24.0,03/12/2019
72,2015-01-04,29,5823,2799.0,1.0,5823,11196.0,4.0,03/09/2019,278,5823,11196.0,4.0,03/12/2019,29,28579.0,24.0,03/09/2019
73,2015-01-04,29,5823,2799.0,1.0,5823,11196.0,4.0,03/12/2019,278,5823,11196.0,4.0,03/12/2019,29,28579.0,24.0,03/09/2019
74,2015-01-04,29,5823,2799.0,1.0,5823,11196.0,4.0,03/12/2019,278,5823,11196.0,4.0,03/12/2019,29,28579.0,24.0,03/09/2019
75,2015-01-04,29,5823,2799.0,1.0,5823,11196.0,4.0,03/09/2019,278,5823,11196.0,4.0,03/12/2019,29,28579.0,24.0,03/12/2019
76,2015-01-04,29,5823,2799.0,1.0,5823,11196.0,4.0,03/12/2019,278,5823,11196.0,4.0,03/12/2019,29,28579.0,24.0,03/12/2019
77,2015-01-04,29,5823,2799.0,1.0,5823,11196.0,4.0,03/12/2019,278,5823,11196.0,4.0,03/12/2019,29,28579.0,24.0,03/12/2019
78,2015-01-04,29,5037,2599.0,1.0,5037,5198.0,2.0,03/09/2019,244,5037,5198.0,2.0,03/12/2019,29,28579.0,24.0,03/09/2019
79,2015-01-04,29,5037,2599.0,1.0,5037,5198.0,2.0,03/12/2019,244,5037,5198.0,2.0,03/12/2019,29,28579.0,24.0,03/09/2019
80,2015-01-04,29,5037,2599.0,1.0,5037,5198.0,2.0,03/12/2019,244,5037,5198.0,2.0,03/12/2019,29,28579.0,24.0,03/09/2019
81,2015-01-04,29,5037,2599.0,1.0,5037,5198.0,2.0,03/09/2019,244,5037,5198.0,2.0,03/12/2019,29,28579.0,24.0,03/12/2019
82,2015-01-04,29,5037,2599.0,1.0,5037,5198.0,2.0,03/12/2019,244,5037,5198.0,2.0,03/12/2019,29,28579.0,24.0,03/12/2019
83,2015-01-04,29,5037,2599.0,1.0,5037,5198.0,2.0,03/12/2019,244,5037,5198.0,2.0,03/12/2019,29,28579.0,24.0,03/12/2019
84,2015-01-04,29,5013,698.0,1.0,5013,698.0,1.0,03/09/2019,243,5013,698.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
85,2015-01-04,29,5013,698.0,1.0,5013,698.0,1.0,03/12/2019,243,5013,698.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
86,2015-01-04,29,5013,698.0,1.0,5013,698.0,1.0,03/12/2019,243,5013,698.0,1.0,03/12/2019,29,28579.0,24.0,03/09/2019
87,2015-01-04,29,5013,698.0,1.0,5013,698.0,1.0,03/09/2019,243,5013,698.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
88,2015-01-04,29,5013,698.0,1.0,5013,698.0,1.0,03/12/2019,243,5013,698.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
89,2015-01-04,29,5013,698.0,1.0,5013,698.0,1.0,03/12/2019,243,5013,698.0,1.0,03/12/2019,29,28579.0,24.0,03/12/2019
90,2015-01-04,29,5822,1149.0,1.0,5822,10341.0,12.0,03/09/2019,277,5822,10341.0,12.0,03/12/2019,29,28579.0,24.0,03/09/2019
91,2015-01-04,29,5822,1149.0,1.0,5822,10341.0,12.0,03/12/2019,277,5822,10341.0,12.0,03/12/2019,29,28579.0,24.0,03/09/2019
92,2015-01-04,29,5822,1149.0,1.0,5822,10341.0,12.0,03/12/2019,277,5822,10341.0,12.0,03/12/2019,29,28579.0,24.0,03/09/2019
93,2015-01-04,29,5822,1149.0,1.0,5822,10341.0,12.0,03/09/2019,277,5822,10341.0,12.0,03/12/2019,29,28579.0,24.0,03/12/2019
94,2015-01-04,29,5822,1149.0,1.0,5822,10341.0,12.0,03/12/2019,277,5822,10341.0,12.0,03/12/2019,29,28579.0,24.0,03/12/2019
95,2015-01-04,29,5822,1149.0,1.0,5822,10341.0,12.0,03/12/2019,277,5822,10341.0,12.0,03/12/2019,29,28579.0,24.0,03/12/2019
96,2015-01-04,28,16487,399.0,1.0,16487,798.0,2.0,03/09/2019,769,16487,798.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
97,2015-01-04,28,16487,399.0,1.0,16487,798.0,2.0,03/12/2019,769,16487,798.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
98,2015-01-04,28,16487,399.0,1.0,16487,798.0,2.0,03/12/2019,769,16487,798.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
99,2015-01-04,28,16487,399.0,1.0,16487,798.0,2.0,03/09/2019,769,16487,798.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
100,2015-01-04,28,16487,399.0,1.0,16487,798.0,2.0,03/12/2019,769,16487,798.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
101,2015-01-04,28,16487,399.0,1.0,16487,798.0,2.0,03/12/2019,769,16487,798.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
102,2015-01-04,28,16360,799.0,1.0,16360,799.0,1.0,03/09/2019,765,16360,799.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
103,2015-01-04,28,16360,799.0,1.0,16360,799.0,1.0,03/12/2019,765,16360,799.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
104,2015-01-04,28,16360,799.0,1.0,16360,799.0,1.0,03/12/2019,765,16360,799.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
105,2015-01-04,28,16360,799.0,1.0,16360,799.0,1.0,03/09/2019,765,16360,799.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
106,2015-01-04,28,16360,799.0,1.0,16360,799.0,1.0,03/12/2019,765,16360,799.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
107,2015-01-04,28,16360,799.0,1.0,16360,799.0,1.0,03/12/2019,765,16360,799.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
108,2015-01-04,28,15698,99.0,1.0,15698,297.0,3.0,03/09/2019,710,15698,297.0,3.0,03/12/2019,28,58538.0,82.0,03/09/2019
109,2015-01-04,28,15698,99.0,1.0,15698,297.0,3.0,03/12/2019,710,15698,297.0,3.0,03/12/2019,28,58538.0,82.0,03/09/2019
110,2015-01-04,28,15698,99.0,1.0,15698,297.0,3.0,03/12/2019,710,15698,297.0,3.0,03/12/2019,28,58538.0,82.0,03/09/2019
111,2015-01-04,28,15698,99.0,1.0,15698,297.0,3.0,03/09/2019,710,15698,297.0,3.0,03/12/2019,28,58538.0,82.0,03/12/2019
112,2015-01-04,28,15698,99.0,1.0,15698,297.0,3.0,03/12/2019,710,15698,297.0,3.0,03/12/2019,28,58538.0,82.0,03/12/2019
113,2015-01-04,28,15698,99.0,1.0,15698,297.0,3.0,03/12/2019,710,15698,297.0,3.0,03/12/2019,28,58538.0,82.0,03/12/2019
114,2015-01-04,28,15812,999.0,1.0,15812,1998.0,2.0,03/09/2019,718,15812,1998.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
115,2015-01-04,28,15812,999.0,1.0,15812,1998.0,2.0,03/12/2019,718,15812,1998.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
116,2015-01-04,28,15812,999.0,1.0,15812,1998.0,2.0,03/12/2019,718,15812,1998.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
117,2015-01-04,28,15812,999.0,1.0,15812,1998.0,2.0,03/09/2019,718,15812,1998.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
118,2015-01-04,28,15812,999.0,1.0,15812,1998.0,2.0,03/12/2019,718,15812,1998.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
119,2015-01-04,28,15812,999.0,1.0,15812,1998.0,2.0,03/12/2019,718,15812,1998.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
120,2015-01-04,28,15818,699.0,1.0,15818,3495.0,5.0,03/09/2019,720,15818,3495.0,5.0,03/12/2019,28,58538.0,82.0,03/09/2019
121,2015-01-04,28,15818,699.0,1.0,15818,3495.0,5.0,03/12/2019,720,15818,3495.0,5.0,03/12/2019,28,58538.0,82.0,03/09/2019
122,2015-01-04,28,15818,699.0,1.0,15818,3495.0,5.0,03/12/2019,720,15818,3495.0,5.0,03/12/2019,28,58538.0,82.0,03/09/2019
123,2015-01-04,28,15818,699.0,1.0,15818,3495.0,5.0,03/09/2019,720,15818,3495.0,5.0,03/12/2019,28,58538.0,82.0,03/12/2019
124,2015-01-04,28,15818,699.0,1.0,15818,3495.0,5.0,03/12/2019,720,15818,3495.0,5.0,03/12/2019,28,58538.0,82.0,03/12/2019
125,2015-01-04,28,15818,699.0,1.0,15818,3495.0,5.0,03/12/2019,720,15818,3495.0,5.0,03/12/2019,28,58538.0,82.0,03/12/2019
126,2015-01-04,28,17748,349.0,1.0,17748,698.0,2.0,03/09/2019,809,17748,698.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
127,2015-01-04,28,17748,349.0,1.0,17748,698.0,2.0,03/12/2019,809,17748,698.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
128,2015-01-04,28,17748,349.0,1.0,17748,698.0,2.0,03/12/2019,809,17748,698.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
129,2015-01-04,28,17748,349.0,1.0,17748,698.0,2.0,03/09/2019,809,17748,698.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
130,2015-01-04,28,17748,349.0,1.0,17748,698.0,2.0,03/12/2019,809,17748,698.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
131,2015-01-04,28,17748,349.0,1.0,17748,698.0,2.0,03/12/2019,809,17748,698.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
132,2015-01-04,28,16923,599.0,2.0,16923,599.0,2.0,03/09/2019,787,16923,599.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
133,2015-01-04,28,16923,599.0,2.0,16923,599.0,2.0,03/12/2019,787,16923,599.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
134,2015-01-04,28,16923,599.0,2.0,16923,599.0,2.0,03/12/2019,787,16923,599.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
135,2015-01-04,28,16923,599.0,2.0,16923,599.0,2.0,03/09/2019,787,16923,599.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
136,2015-01-04,28,16923,599.0,2.0,16923,599.0,2.0,03/12/2019,787,16923,599.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
137,2015-01-04,28,16923,599.0,2.0,16923,599.0,2.0,03/12/2019,787,16923,599.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
138,2015-01-04,28,16889,99.0,1.0,16889,99.0,1.0,03/09/2019,783,16889,99.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
139,2015-01-04,28,16889,99.0,1.0,16889,99.0,1.0,03/12/2019,783,16889,99.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
140,2015-01-04,28,16889,99.0,1.0,16889,99.0,1.0,03/12/2019,783,16889,99.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
141,2015-01-04,28,16889,99.0,1.0,16889,99.0,1.0,03/09/2019,783,16889,99.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
142,2015-01-04,28,16889,99.0,1.0,16889,99.0,1.0,03/12/2019,783,16889,99.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
143,2015-01-04,28,16889,99.0,1.0,16889,99.0,1.0,03/12/2019,783,16889,99.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
144,2015-01-04,28,16880,199.0,1.0,16880,398.0,2.0,03/09/2019,782,16880,398.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
145,2015-01-04,28,16880,199.0,1.0,16880,398.0,2.0,03/12/2019,782,16880,398.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
146,2015-01-04,28,16880,199.0,1.0,16880,398.0,2.0,03/12/2019,782,16880,398.0,2.0,03/12/2019,28,58538.0,82.0,03/09/2019
147,2015-01-04,28,16880,199.0,1.0,16880,398.0,2.0,03/09/2019,782,16880,398.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
148,2015-01-04,28,16880,199.0,1.0,16880,398.0,2.0,03/12/2019,782,16880,398.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
149,2015-01-04,28,16880,199.0,1.0,16880,398.0,2.0,03/12/2019,782,16880,398.0,2.0,03/12/2019,28,58538.0,82.0,03/12/2019
150,2015-01-04,28,17027,399.0,1.0,17027,399.0,1.0,03/09/2019,788,17027,399.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
151,2015-01-04,28,17027,399.0,1.0,17027,399.0,1.0,03/12/2019,788,17027,399.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
152,2015-01-04,28,17027,399.0,1.0,17027,399.0,1.0,03/12/2019,788,17027,399.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
153,2015-01-04,28,17027,399.0,1.0,17027,399.0,1.0,03/09/2019,788,17027,399.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
154,2015-01-04,28,17027,399.0,1.0,17027,399.0,1.0,03/12/2019,788,17027,399.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
155,2015-01-04,28,17027,399.0,1.0,17027,399.0,1.0,03/12/2019,788,17027,399.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
156,2015-01-04,28,15922,2149.0,1.0,15922,2149.0,1.0,03/09/2019,726,15922,2149.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
157,2015-01-04,28,15922,2149.0,1.0,15922,2149.0,1.0,03/12/2019,726,15922,2149.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
158,2015-01-04,28,15922,2149.0,1.0,15922,2149.0,1.0,03/12/2019,726,15922,2149.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
159,2015-01-04,28,15922,2149.0,1.0,15922,2149.0,1.0,03/09/2019,726,15922,2149.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
160,2015-01-04,28,15922,2149.0,1.0,15922,2149.0,1.0,03/12/2019,726,15922,2149.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
161,2015-01-04,28,15922,2149.0,1.0,15922,2149.0,1.0,03/12/2019,726,15922,2149.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
162,2015-01-04,28,15645,399.0,1.0,15645,399.0,1.0,03/09/2019,707,15645,399.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
163,2015-01-04,28,15645,399.0,1.0,15645,399.0,1.0,03/12/2019,707,15645,399.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
164,2015-01-04,28,15645,399.0,1.0,15645,399.0,1.0,03/12/2019,707,15645,399.0,1.0,03/12/2019,28,58538.0,82.0,03/09/2019
165,2015-01-04,28,15645,399.0,1.0,15645,399.0,1.0,03/09/2019,707,15645,399.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
166,2015-01-04,28,15645,399.0,1.0,15645,399.0,1.0,03/12/2019,707,15645,399.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
167,2015-01-04,28,15645,399.0,1.0,15645,399.0,1.0,03/12/2019,707,15645,399.0,1.0,03/12/2019,28,58538.0,82.0,03/12/2019
168,2015-01-04,28,20225,479.0,2.0,20225,4311.0,11.0,03/09/2019,907,20225,4311.0,11.0,03/12/2019,28,58538.0,82.0,03/09/2019
169,2015-01-04,28,20225,479.0,2.0,20225,4311.0,11.0,03/12/2019,907,20225,4311.0,11.0,03/12/2019,28,58538.0,82.0,03/09/2019
170,2015-01-04,28,20225,479.0,2.0,20225,4311.0,11.0,03/12/2019,907,20225,4311.0,11.0,03/12/2019,28,58538.0,82.0,03/09/2019
171,2015-01-04,28,20225,479.0,2.0,20225,4311.0,11.0,03/09/2019,907,20225,4311.0,11.0,03/12/2019,28,58538.0,82.0,03/12/2019
172,2015-01-04,28,20225,479.0,2.0,20225,4311.0,11.0,03/12/2019,907,20225,4311.0,11.0,03/12/2019,28,58538.0,82.0,03/12/2019
173,2015-01-04,28,20225,479.0,2.0,20225,4311.0,11.0,03/12/2019,907,20225,4311.0,11.0,03/12/2019,28,58538.0,82.0,03/12/2019
