item_id,total_revenue,total_sold
3327,447.0,3
3329,3597.0,6
3329,3597.0,6
3331,2397.0,3
3340,5397.0,6
3340,5397.0,6
3341,7797.0,12
3341,15594.0,12
3341,7797.0,12
3341,7797.0,12
3342,8997.0,9
3342,8997.0,9
3342,8997.0,9
3343,7797.0,3
3423,4197.0,3
3443,5397.0,3
3447,6294.0,3
3460,5397.0,3
3461,8997.0,3
3472,1647.0,3
3473,1497.0,3
3476,2397.0,3
3477,4797.0,3
3484,20397.0,3
3553,16794.0,9
3553,8397.0,9
3553,8397.0,9
3580,897.0,3
3605,1047.0,3
3617,897.0,3
3633,4797.0,3
3641,897.0,3
3656,660.0,3
3692,3897.0,3
3695,3597.0,3
3708,2697.0,6
3708,5394.0,6
3728,17991.0,3
3729,23988.0,3
3734,10197.0,6
3734,10197.0,6
3735,13497.0,3
3753,1797.0,3
3777,1047.0,3
3801,897.0,3
3842,8397.0,3
3928,5577.0,3
3934,10497.0,3
3967,897.0,3
4003,1347.0,3
4014,2994.0,3
4029,174.0,3
4102,3141.0,24
4102,1047.0,24
4102,1047.0,24
4102,2094.0,24
4102,1047.0,24
4102,660.0,24
4102,1047.0,24
4102,1047.0,24
4103,6147.0,3
4138,2697.0,6
4138,5394.0,6
4178,4770.0,9
4178,4770.0,9
4178,4770.0,9
4181,3570.0,9
4181,3570.0,9
4181,3570.0,9
4190,3576.0,3
4192,8940.0,3
4228,3597.0,3
4231,6897.0,3
4240,3897.0,3
4241,2094.0,3
4242,3897.0,3
4334,2397.0,3
4351,1197.0,3
4352,5097.0,3
4355,7197.0,3
4357,1197.0,3
4365,3031.3500000000004,3
4367,4197.0,3
4393,3594.0,3
4424,897.0,3
4427,897.0,3
4445,897.0,3
4467,2962.7400000000002,3
4471,2994.0,3
4493,2097.0,3
4498,2094.0,3
4516,1047.0,9
4516,1047.0,9
4516,1047.0,9
4548,6270.0,3
4554,1794.0,3
4557,1197.0,3
4628,897.0,3
4639,4797.0,3
4701,897.0,3
4717,897.0,12
4717,897.0,12
4717,897.0,12
4717,897.0,12
4728,747.0,9
4728,747.0,9
4728,747.0,9
4736,174.0,3
4806,297.0,15
4806,594.0,15
4806,297.0,15
4806,594.0,15
4806,297.0,15
4807,1197.0,6
4807,1197.0,6
4808,1197.0,9
4808,1197.0,9
4808,1197.0,9
4870,3897.0,24
4870,3897.0,24
4870,3897.0,24
4870,3897.0,24
4870,3897.0,24
4870,3897.0,24
4870,3897.0,24
4870,3897.0,24
4871,5994.0,3
4872,3597.0,6
4872,3597.0,6
4873,3597.0,3
4899,8094.0,3
4904,2394.0,3
4906,5997.0,12
4906,5997.0,12
4906,5997.0,12
4906,5997.0,12
4962,1197.0,6
4962,1197.0,6
4977,5697.0,3
4996,5397.0,3
5013,2094.0,3
5037,7797.0,6
5037,7797.0,6
5046,1047.0,3
5051,1047.0,3
5240,2397.0,6
5240,2397.0,6
5247,8997.0,3
5272,897.0,6
5272,897.0,6
5305,897.0,3
5341,4197.0,6
5341,4197.0,6
5361,84.0,3
5362,1494.0,3
5380,10470.0,12
5380,10470.0,12
5380,10470.0,12
5380,10470.0,12
5459,1047.0,6
5459,1047.0,6
5467,4947.0,3
5485,1047.0,3
5509,897.0,3
5572,5670.0,6
5572,5670.0,6
5581,1497.0,3
5601,1197.0,6
5601,1197.0,6
5634,9570.0,3
5638,9570.0,3
5643,8970.0,12
5643,8970.0,12
5643,8970.0,12
5643,17940.0,12
5655,3870.0,3
5658,2397.0,3
5663,11070.0,9
5663,11070.0,9
5663,11070.0,9
5666,10470.0,9
5666,10470.0,9
5666,10470.0,9
5669,10470.0,3
5672,10470.0,3
5674,1497.0,3
5759,7191.0,3
5760,4497.0,3
5811,597.0,3
5820,9597.0,6
5820,9597.0,6
5821,3297.0,24
5821,3297.0,24
5821,3297.0,24
5821,3297.0,24
5821,3297.0,24
5821,3297.0,24
5821,3297.0,24
5821,3297.0,24
5822,3447.0,27
5822,3447.0,27
5822,3447.0,27
5822,3447.0,27
5822,3447.0,27
5822,13788.0,27
5822,3447.0,27
5822,3447.0,27
5822,3447.0,27
5823,8397.0,12
5823,8397.0,12
5823,8397.0,12
5823,8397.0,12
5827,1047.0,3
5828,1647.0,3
5830,1647.0,3
5834,2997.0,3
5837,1497.0,3
5900,3597.0,3
5917,177.0,3
5962,2097.0,6
5962,2097.0,6
6027,897.0,3
6028,7497.0,3
6051,1197.0,3
6092,3597.0,3
6108,294.0,3
6117,747.0,6
6117,747.0,6
6126,2997.0,15
6126,2997.0,15
6126,2997.0,15
6126,2997.0,15
6126,2997.0,15
6128,7497.0,9
6128,7497.0,9
6128,7497.0,9
6129,5997.0,9
6129,5997.0,9
6129,5997.0,9
6156,297.0,3
6185,1497.0,3
6226,597.0,3
6236,897.0,3
6252,897.0,6
6252,897.0,6
6254,3747.0,6
6254,3747.0,6
6285,1047.0,3
6297,4947.0,6
6297,4947.0,6
6308,897.0,6
6308,897.0,6
6351,1347.0,6
6351,1347.0,6
6406,294.0,3
6422,174.0,3
6432,594.0,3
6474,747.0,3
6496,747.0,3
6497,4497.0,6
6497,4497.0,6
6503,5997.0,12
6503,3567.0,12
6503,5997.0,12
6503,5997.0,12
6625,2997.0,3
6628,2097.0,3
6641,294.0,3
6675,80970.0,9
6675,80970.0,9
6675,80970.0,9
6710,1797.0,6
6710,1797.0,6
6713,10194.0,6
6713,5097.0,6
6738,5988.0,6
6738,1497.0,6
6740,5988.0,9
6740,1497.0,9
6740,1497.0,9
6768,8397.0,3
6861,1494.0,3
6875,897.0,3
6877,597.0,3
6930,6597.0,3
7003,1197.0,3
7018,2997.0,3
7085,2097.0,6
7085,2097.0,6
7087,2997.0,9
7087,2997.0,9
7087,2997.0,9
7093,687.0,3
7172,7797.0,6
7172,7797.0,6
7211,744.0,3
7220,3897.0,9
7220,3897.0,9
7220,3897.0,9
7233,1797.0,6
7233,1797.0,6
7308,1047.0,9
7308,1047.0,9
7308,1047.0,9
7351,897.0,3
7369,897.0,3
7493,1047.0,3
7498,1047.0,6
7498,1047.0,6
7655,897.0,3
7723,8997.0,3
7736,897.0,12
7736,897.0,12
7736,897.0,12
7736,897.0,12
7739,444.0,6
7739,888.0,6
7741,897.0,3
7780,1494.0,6
7780,1380.0,6
7793,7797.0,3
7794,7494.0,3
7798,5394.0,3
7805,1494.0,6
7805,1494.0,6
7812,17670.0,3
7834,2397.0,3
7846,3897.0,3
7852,747.0,3
7853,1197.0,3
7856,4794.0,9
7856,2397.0,9
7856,2397.0,9
7872,294.0,6
7872,294.0,6
7877,-11970.0,3
7894,6870.0,9
7894,13740.0,9
7894,6870.0,9
7917,594.0,3
7933,3570.0,3
7956,20970.0,3
7966,15594.0,3
7967,2997.0,3
8008,897.0,6
8008,1794.0,6
8012,897.0,3
8040,225.0,3
8061,2202.0,3
8065,2394.0,3
8073,1197.0,3
8078,297.0,3
8079,1197.0,12
8079,1197.0,12
8079,1197.0,12
8079,1197.0,12
8093,3243.4500000000003,3
8095,-1497.0,3
8204,1347.0,3
8209,174.0,3
8218,747.0,3
8245,747.0,3
8312,594.0,3
8352,3597.0,3
8366,1647.0,3
8436,747.0,3
8448,13470.0,3
8452,11340.0,6
8452,8670.0,6
8455,10470.0,6
8455,10470.0,6
8469,1047.0,3
8508,2097.0,3
8510,747.0,3
8532,16500.0,3
8537,1047.0,3
8569,2394.0,6
8569,1197.0,6
8570,1497.0,6
8570,1497.0,6
8571,897.0,3
8624,447.0,3
8625,597.0,3
8672,507.0,3
8702,1197.0,6
8702,1197.0,6
8778,297.0,3
8807,174.0,3
8808,297.0,3
8819,2397.0,3
8845,793.74,3
8856,897.0,3
8874,1797.0,3
8888,597.0,3
8930,297.0,3
8958,1497.0,3
8961,507.0,3
8981,1197.0,9
8981,1197.0,9
8981,1197.0,9
9048,507.0,3
9055,297.0,3
9121,300.0,3
9124,600.0,3
9355,1047.0,18
9355,1047.0,18
9355,1047.0,18
9355,3141.0,18
9355,1047.0,18
9355,1047.0,18
9394,897.0,3
9396,897.0,6
9396,897.0,6
9401,897.0,3
9405,897.0,3
9406,1047.0,3
9409,1047.0,6
9409,1047.0,6
9411,1047.0,3
9451,1197.0,3
9457,897.0,3
9458,1320.0,3
9462,1137.0,3
9495,297.0,6
9495,297.0,6
9496,297.0,3
9497,297.0,3
9498,297.0,3
9499,297.0,3
9532,1197.0,6
9532,1197.0,6
9541,1047.0,3
9554,597.0,3
9697,5397.0,3
9786,507.0,3
9862,297.0,3
9873,597.0,3
9929,174.0,3
9994,1347.0,3
10003,297.0,3
10164,597.0,3
10205,3237.0,3
10216,447.0,6
10216,447.0,6
10266,897.0,3
10277,747.0,3
10296,4327.29,3
10337,447.0,3
10357,597.0,3
10360,597.0,3
10378,447.0,3
10379,447.0,3
10382,1197.0,3
10455,297.0,6
10455,297.0,6
10476,1437.0,27
10476,1437.0,27
10476,1437.0,27
10476,2874.0,27
10476,2874.0,27
10476,1437.0,27
10476,1437.0,27
10476,1437.0,27
10476,1437.0,27
10477,4797.0,3
10478,2397.0,18
10478,2397.0,18
10478,2397.0,18
10478,2397.0,18
10478,2397.0,18
10478,2397.0,18
10489,1197.0,3
10500,1497.0,3
10513,4497.0,3
10515,507.0,3
10517,5547.0,3
10553,1197.0,3
10578,897.0,3
10583,597.0,3
10614,840.0,3
10615,1797.0,3
10617,2067.0,3
10633,2697.0,3
10659,2997.0,6
10659,2997.0,6
10678,4497.0,3
10726,1197.0,6
10726,1197.0,6
10768,1047.0,3
10782,747.0,3
10784,1197.0,3
10785,1047.0,3
10786,897.0,3
10788,747.0,3
10826,84.0,3
10829,174.0,3
10842,1197.0,3
10855,807.51,3
10891,597.0,3
10937,597.0,3
10940,3444.0,3
11094,297.0,3
11106,597.0,3
11133,597.0,3
11134,237.0,3
11142,747.0,3
11181,297.0,6
11181,297.0,6
11184,597.0,3
11185,1047.0,6
11185,1047.0,6
11200,447.0,3
11222,897.0,3
11227,297.0,3
11244,207.0,3
11245,84.0,3
11247,1197.0,12
11247,1197.0,12
11247,1197.0,12
11247,1197.0,12
11286,1197.0,3
11306,2694.0,3
11311,2697.0,3
11339,1047.0,3
11369,5130.0,3
11370,6990.0,3
11372,4884.0,3
11373,3449.999999997,3
11389,2697.0,3
11431,237.0,6
11431,237.0,6
11454,147.0,3
11460,297.0,3
11496,507.0,6
11496,507.0,6
11498,998.01,3
11575,297.0,3
11595,297.0,3
11652,1197.0,3
11655,5398.71,12
11655,5997.0,12
11655,5997.0,12
11655,4634.46,12
11688,447.0,6
11688,240.0,6
11711,897.0,3
11786,84.0,3
11795,597.0,3
11796,447.0,3
11800,447.0,3
11811,3597.0,3
11893,507.0,6
11893,507.0,6
11899,297.0,3
11904,447.0,3
11926,3597.0,30
11926,3597.0,30
11926,3237.0,30
11926,3237.0,30
11926,6834.0,30
11926,3597.0,30
11926,3237.0,30
11926,3237.0,30
11926,3237.0,30
11926,3237.0,30
11927,1617.0,36
11927,1617.0,36
11927,1617.0,36
11927,3594.0,36
11927,3594.0,36
11927,1797.0,36
11927,1797.0,36
11927,1617.0,36
11927,1797.0,36
11927,6828.0,36
11927,1797.0,36
11927,1797.0,36
11938,297.0,3
11968,447.0,3
12028,297.0,3
12062,297.0,3
12064,297.0,3
12090,1197.0,3
12091,1497.0,3
12104,294.0,3
12105,294.0,3
12206,7497.0,9
12206,7497.0,9
12206,7497.0,9
12286,84.0,3
12319,210.0,3
12353,1197.0,3
12361,297.0,3
12362,1197.0,6
12362,1197.0,6
12363,2703.54,3
12399,297.0,3
12411,597.0,3
12436,297.0,3
12463,597.0,3
12465,597.0,6
12465,597.0,6
12475,597.0,3
12477,597.0,3
12488,2394.0,3
12527,1347.0,3
12552,597.0,3
12610,1047.0,3
12709,1197.0,3
12730,4470.0,3
12778,597.0,3
12781,447.0,3
12797,597.0,3
12826,297.0,3
12839,297.0,3
12917,747.0,3
12933,447.0,3
12944,294.0,3
13041,297.0,3
13071,1797.0,3
13097,12000.0,3
13099,3000.0,3
13104,1197.0,3
13105,1497.0,3
13119,897.0,3
13144,294.0,3
13151,594.0,3
13159,897.0,3
13166,747.0,3
13205,3588.0,3
13229,1497.0,3
13230,1497.0,3
13268,1497.0,3
13341,450.0,3
13342,450.0,3
13359,450.0,3
13367,897.0,3
13387,4485.0,6
13387,897.0,6
13400,59970.0,3
13401,82176.0,3
13405,76176.0,3
13442,83970.0,3
13494,44970.0,6
13494,44970.0,6
13505,3597.0,9
13505,7194.0,9
13505,3597.0,9
13511,4497.0,3
13512,4497.0,3
13517,7170.0,6
13517,7170.0,6
13557,7497.0,6
13557,7497.0,6
13560,11997.0,3
13591,5397.0,3
13674,9894.0,3
13687,5397.0,3
13697,2697.0,9
13697,1692.0,9
13697,2697.0,9
13721,687.0,3
13723,687.0,3
13753,3012.0,3
13755,897.0,3
13802,1497.0,33
13802,2994.0,33
13802,1497.0,33
13802,1497.0,33
13802,2994.0,33
13802,1497.0,33
13802,1497.0,33
13802,1497.0,33
13802,1497.0,33
13802,1497.0,33
13802,1497.0,33
13803,2397.0,6
13803,4794.0,6
13812,297.0,3
13825,2997.0,3
13827,507.0,3
13851,507.0,3
13856,84.0,3
13869,1047.0,3
13880,1194.0,3
13881,1797.0,3
13970,147.0,6
13970,147.0,6
14019,447.0,6
14019,894.0,6
14039,207.0,3
14044,1197.0,3
14075,444.0,3
14092,174.0,3
14093,174.0,3
14102,2247.0,3
14125,5409.75,3
14143,1887.78,3
14169,294.0,3
14216,897.0,3
14223,897.0,3
14227,297.0,12
14227,297.0,12
14227,297.0,12
14227,297.0,12
14228,297.0,12
14228,297.0,12
14228,297.0,12
14228,297.0,12
14229,594.0,3
14243,1197.0,9
14243,1197.0,9
14243,1197.0,9
14254,747.0,3
14256,297.0,3
14258,897.0,3
14259,297.0,3
14280,1047.0,3
14306,2997.0,3
14307,2247.0,3
14308,507.0,3
14313,597.0,3
14368,84.0,3
14386,447.0,3
14437,1047.0,9
14437,1047.0,9
14437,1047.0,9
14444,174.0,3
14446,1014.0,3
14457,507.0,6
14457,507.0,6
14458,897.0,6
14458,897.0,6
14500,597.0,3
14506,1197.0,3
14510,87.0,3
14597,597.0,3
14628,597.0,3
14652,597.0,6
14652,-597.0,6
14654,447.0,3
14710,1197.0,6
14710,1197.0,6
14716,147.0,3
14720,147.0,3
14755,297.0,3
14810,237.0,6
14810,237.0,6
14822,7554.0,3
14830,1017.0,3
14844,1017.0,12
14844,1017.0,12
14844,1017.0,12
14844,1017.0,12
14845,1194.0,3
14846,597.0,3
14860,174.0,3
14865,597.0,3
15022,297.0,3
15023,174.0,3
15031,1170.0,3
15040,1797.0,3
15044,894.0,6
15044,894.0,6
15045,2097.0,6
15045,2097.0,6
15047,4497.0,3
15063,1347.0,3
15066,2397.0,3
15085,2097.0,3
15088,2397.0,3
15112,954.0,12
15112,477.0,12
15112,477.0,12
15112,477.0,12
15114,747.0,3
15193,897.0,3
15212,1005.0,3
15229,4497.0,3
15240,1797.0,6
15240,1797.0,6
15257,3597.0,3
15261,2097.0,3
15265,2097.0,3
15283,4497.0,3
15286,5697.0,3
15319,3747.0,3
15334,861.0,3
15336,1587.0,3
15392,2337.0,3
15395,1947.0,3
15398,3387.0,3
15438,3147.0,3
15443,1887.0,3
15450,2997.0,3
15456,1947.0,3
15470,747.0,3
15480,1797.0,3
15489,3447.0,3
15519,897.0,3
15521,1797.0,3
15548,597.0,3
15552,5306.5199999999995,3
15555,174.0,3
15615,1197.0,3
15645,1197.0,3
15650,84.0,3
15685,2097.0,6
15685,2097.0,6
15698,297.0,9
15698,297.0,9
15698,297.0,9
15702,447.0,3
15739,1497.0,3
15746,3594.0,3
15757,597.0,3
15778,507.0,3
15787,1197.0,3
15799,897.0,3
15812,2997.0,6
15812,2997.0,6
15817,1197.0,15
15817,1197.0,15
15817,1197.0,15
15817,1197.0,15
15817,1197.0,15
15818,2097.0,15
15818,2097.0,15
15818,2097.0,15
15818,2097.0,15
15818,2097.0,15
15844,1047.0,3
15850,3477.0,3
15856,2697.0,3
15857,4497.0,6
15857,3597.0,6
15866,3897.0,3
15922,6447.0,3
15938,3897.0,6
15938,3897.0,6
15941,7047.0,3
15989,1497.0,6
15989,1497.0,6
16003,4497.0,3
16032,1497.0,3
16038,897.0,3
16042,1497.0,3
16055,1797.0,6
16055,1797.0,6
16056,2397.0,12
16056,2397.0,12
16056,2397.0,12
16056,2397.0,12
16057,1857.0,3
16058,1347.0,3
16061,5997.0,3
16083,1347.0,3
16113,4797.0,3
16116,1977.0,6
16116,1977.0,6
16128,4497.0,3
16136,3597.0,3
16137,1197.0,6
16137,1197.0,6
16147,1797.0,3
16160,5997.0,3
16167,2397.0,3
16169,897.0,6
16169,897.0,6
16174,2397.0,3
16177,5997.0,3
16179,5847.0,3
16182,4497.0,3
16184,1347.0,3
16205,1077.0,3
16206,2397.0,3
16209,1077.0,3
16210,1077.0,3
16227,1497.0,3
16245,3297.0,6
16245,3297.0,6
16249,2697.0,3
16261,2547.0,3
16310,3837.0,3
16356,597.0,3
16359,747.0,3
16360,2397.0,3
16434,1197.0,3
16441,297.0,3
16450,447.0,3
16487,1197.0,6
16487,1197.0,6
16493,1197.0,3
16524,237.0,3
16555,147.0,3
16595,297.0,3
16671,897.0,3
16676,1197.0,3
16677,-998.01,3
16788,6297.0,6
16788,6297.0,6
16790,8697.0,9
16790,8697.0,9
16790,8697.0,9
16825,11997.0,6
16825,11997.0,6
16826,14997.0,3
16859,84.0,3
16880,597.0,6
16880,597.0,6
16889,297.0,3
16896,1197.0,6
16896,1197.0,6
16904,447.0,3
16922,1197.0,3
16923,3594.0,3
17027,1197.0,3
17042,447.0,3
17046,1197.0,9
17046,1197.0,9
17046,2394.0,9
17048,2097.0,3
17104,1197.0,3
17130,174.0,6
17130,174.0,6
17302,237.0,6
17302,237.0,6
17322,447.0,9
17322,447.0,9
17322,447.0,9
17365,297.0,3
17375,1350.42,3
17398,297.0,6
17398,297.0,6
17403,4347.0,3
17457,597.0,3
17467,1197.0,6
17467,1197.0,6
17493,84.0,3
17500,1497.0,3
17565,1197.0,3
17620,897.0,3
17654,11997.0,3
17662,5997.0,12
17662,5997.0,12
17662,4122.0,12
17662,5997.0,12
17717,5997.0,42
17717,1500.0,42
17717,10467.0,42
17717,4470.0,42
17717,5997.0,42
17717,4500.0,42
17717,23388.0,42
17717,2997.0,42
17717,3000.0,42
17717,4497.0,42
17717,8397.0,42
17717,2250.0,42
17717,7797.0,42
17717,3000.0,42
17748,1047.0,6
17748,1047.0,6
17750,10470.0,3
17769,297.0,3
17785,507.0,6
17785,507.0,6
17875,444.0,3
17880,1089.0,3
17887,825.0,6
17887,1197.0,6
17891,652.5,6
17891,652.5,6
17956,507.0,3
18015,900.0,3
18026,1794.0,3
18030,897.0,3
18042,717.5999999999999,9
18042,897.0,9
18042,1794.0,9
18046,897.0,3
18048,897.0,6
18048,897.0,6
18049,897.0,3
18050,897.0,6
18050,717.5999999999999,6
18051,717.5999999999999,3
18052,1435.1999999999998,6
18052,897.0,6
18106,11397.0,6
18106,11397.0,6
18147,297.0,3
18148,1347.0,3
18163,897.0,3
18209,897.0,3
18253,897.0,3
18257,597.0,3
18360,597.0,3
18380,597.0,3
18407,597.0,9
18407,597.0,9
18407,597.0,9
18431,501.0,3
18439,597.0,3
18441,747.0,6
18441,747.0,6
18454,597.0,9
18454,597.0,9
18454,597.0,9
18464,597.0,3
18476,297.0,3
18477,747.0,9
18477,747.0,9
18477,747.0,9
18484,597.0,3
18589,297.0,3
18622,507.0,3
18625,1197.0,3
18626,2097.0,3
18672,897.0,3
18677,597.0,3
18699,597.0,6
18699,597.0,6
18704,597.0,3
18834,447.0,3
18848,297.0,3
18882,237.0,3
18884,237.0,6
18884,237.0,6
18923,1197.0,3
18953,84.0,6
18953,84.0,6
18958,1497.0,3
18975,447.0,3
19037,1047.0,3
19041,747.0,6
19041,747.0,6
19043,597.0,3
19046,897.0,3
19050,1647.0,6
19050,1647.0,6
19051,1797.0,3
19093,897.0,3
19116,1197.0,18
19116,1197.0,18
19116,1197.0,18
19116,1197.0,18
19116,1197.0,18
19116,1197.0,18
19118,2097.0,6
19118,2097.0,6
19126,594.0,3
19134,1647.0,6
19134,1647.0,6
19161,1197.0,3
19162,2247.0,3
19216,297.0,3
19258,897.0,3
19288,1500.0,3
19295,2997.0,3
19307,2397.0,3
19334,1050.0,3
19339,1047.0,3
19370,666.0,3
19405,1197.0,3
19434,150.0,3
19436,2397.0,9
19436,1599.0,9
19436,2397.0,9
19438,8997.0,6
19438,8997.0,6
19439,11997.0,3
19597,507.0,6
19597,507.0,6
19602,507.0,6
19602,507.0,6
19647,594.0,3
19686,1197.0,3
19692,507.0,3
19752,237.0,9
19752,237.0,9
19752,189.60000000000002,9
19771,507.0,3
19794,447.0,9
19794,447.0,9
19794,447.0,9
19806,1197.0,3
19816,2397.0,3
19817,1497.0,9
19817,1497.0,9
19817,1497.0,9
19836,297.0,3
19893,1347.0,3
19894,1497.0,3
19986,5997.0,3
19993,294.0,3
20055,1197.0,6
20055,2394.0,6
20069,294.0,3
20195,2160.0,3
20225,1437.0,27
20225,1437.0,27
20225,2874.0,27
20225,1437.0,27
20225,2874.0,27
20225,1437.0,27
20225,1437.0,27
20225,1437.0,27
20225,1437.0,27
20226,2397.0,3
20231,297.0,3
20259,447.0,6
20259,447.0,6
20269,507.0,3
20311,174.0,3
20337,3297.0,3
20346,3297.0,3
20347,5547.0,3
20405,7197.0,3
20434,5697.0,3
20465,4197.0,3
20521,5997.0,3
20540,4497.0,3
20544,5997.0,3
20608,5997.0,9
20608,5997.0,9
20608,5997.0,9
20610,3297.0,3
20611,6747.0,6
20611,6747.0,6
20613,3297.0,6
20613,6594.0,6
20614,3297.0,3
20641,11397.0,3
20654,5697.0,3
20739,1497.0,3
20773,3297.0,3
20916,5157.0,3
20920,5157.0,3
20949,30.0,45
20949,30.0,45
20949,18.0,45
20949,30.0,45
20949,45.0,45
20949,15.0,45
20949,90.0,45
20949,15.0,45
20949,30.0,45
20949,15.0,45
20949,15.0,45
20949,60.0,45
20949,30.0,45
20949,15.0,45
20949,15.0,45
20957,3594.0,3
21260,3117.0,3
21358,1797.0,3
21361,5397.0,12
21361,5997.0,12
21361,5997.0,12
21361,5397.0,12
21362,2967.0,15
21362,3297.0,15
21362,3297.0,15
21362,3297.0,15
21362,3297.0,15
21363,8637.0,12
21363,9597.0,12
21363,9597.0,12
21363,8637.0,12
21364,1437.0,48
21364,1437.0,48
21364,7185.0,48
21364,2874.0,48
21364,1437.0,48
21364,1437.0,48
21364,1437.0,48
21364,1437.0,48
21364,1293.0,48
21364,1437.0,48
21364,1437.0,48
21364,1437.0,48
21364,2874.0,48
21364,1437.0,48
21364,1437.0,48
21364,1437.0,48
21365,2997.0,30
21365,5994.0,30
21365,2697.0,30
21365,2997.0,30
21365,2997.0,30
21365,2997.0,30
21365,2997.0,30
21365,2997.0,30
21365,5994.0,30
21365,2997.0,30
21366,8634.0,24
21366,4317.0,24
21366,4317.0,24
21366,4317.0,24
21366,4797.0,24
