CustomerID,amount_spent,quantile,Status
12792,400.54,34,Regular
12793,545.48,42,Regular
12794,860.4099999999999,57,Regular
12795,430.4800000000001,36,Regular
12797,254.03,20,Regular
12798,6977.039999999999,96,VIP
12802,427.5799999999999,36,Regular
12808,483.65000000000015,39,Regular
12809,489.31,39,Regular
12811,514.85,41,Regular
12812,229.63999999999993,18,Regular
12814,125.92,6,Regular
12815,1063.46,63,Regular
12816,572.2,44,Regular
12817,166.04,11,Regular
12818,1542.08,73,Regular
12820,942.3399999999999,60,Regular
12821,92.72,3,Regular
12822,948.8799999999999,60,Regular
12823,1759.5,76,Preferred
12824,397.1199999999999,33,Regular
12826,1474.7199999999993,72,Regular
12827,430.1499999999999,36,Regular
12828,1018.7100000000003,62,Regular
12829,293.0,23,Regular
12830,6814.640000000001,96,VIP
12831,215.05,16,Regular
12832,383.03000000000003,32,Regular
12833,417.37999999999994,35,Regular
12834,312.37999999999994,25,Regular
12836,2612.8599999999988,84,Preferred
12837,134.1,7,Regular
12838,683.1299999999994,50,Regular
12839,5591.420000000003,94,Preferred
12840,2726.769999999999,85,Preferred
12841,4022.3499999999967,91,Preferred
12842,1118.99,64,Regular
12843,1702.26,75,Preferred
12844,325.9599999999999,27,Regular
12845,354.09000000000003,30,Regular
12847,871.5399999999998,57,Regular
12849,1050.8899999999999,63,Regular
12851,135.17999999999995,7,Regular
12852,311.54999999999995,25,Regular
12853,1957.1,78,Preferred
12854,1324.5000000000007,69,Regular
12855,38.099999999999994,0,Regular
12856,2179.9300000000007,81,Preferred
12857,1106.4000000000003,64,Regular
12863,521.2,41,Regular
12864,147.12,8,Regular
12865,1568.229999999999,73,Regular
12866,559.1199999999999,43,Regular
12867,4036.819999999996,91,Preferred
12868,1607.0600000000009,74,Regular
12871,380.64000000000004,32,Regular
12872,599.9699999999998,45,Regular
12873,374.0,31,Regular
12875,343.23,29,Regular
12876,2218.0200000000004,81,Preferred
12877,1535.7700000000007,73,Regular
12878,854.9899999999999,57,Regular
12879,573.22,44,Regular
12881,298.0,23,Regular
12882,1463.0399999999995,71,Regular
12883,703.4700000000001,51,Regular
12884,309.05000000000007,25,Regular
12885,1175.2199999999998,66,Regular
12886,1378.4,70,Regular
12888,354.12,30,Regular
12890,380.4699999999999,32,Regular
12891,331.0,28,Regular
12893,188.14,13,Regular
12895,372.79999999999995,31,Regular
12897,216.5,16,Regular
12901,17654.539999999997,98,VIP
12902,138.68,8,Regular
12904,509.57999999999976,41,Regular
12906,2919.809999999999,86,Preferred
12908,750.0,53,Regular
12909,2178.67,81,Preferred
12910,3075.0400000000013,87,Preferred
12912,1662.3,75,Preferred
12913,2483.6299999999997,83,Preferred
12915,363.65,31,Regular
12916,3006.1500000000005,87,Preferred
12917,594.0,45,Regular
12919,1335.1899999999998,69,Regular
12920,164.23000000000002,10,Regular
12921,16587.09000000002,98,VIP
12922,405.38,34,Regular
12923,176.97,12,Regular
12924,933.7000000000003,59,Regular
12925,694.0499999999998,51,Regular
12928,2062.6999999999994,80,Preferred
12929,117.85000000000001,5,Regular
12930,415.79999999999995,35,Regular
12931,42055.95999999999,99,VIP
12933,607.5299999999999,46,Regular
12935,2160.6999999999994,81,Preferred
12936,1063.9000000000003,63,Regular
12937,1504.2700000000002,72,Regular
12938,114.14,5,Regular
12939,11581.8,98,VIP
12940,913.5400000000001,59,Regular
12942,683.9000000000001,50,Regular
12944,604.51,46,Regular
12945,462.95,38,Regular
12947,1603.9900000000002,74,Regular
12948,2064.95,80,Preferred
12949,4167.220000000001,91,Preferred
12950,1843.0,77,Preferred
12951,1064.0700000000004,63,Regular
12952,1387.7900000000004,70,Regular
12953,329.84999999999997,27,Regular
12955,4757.159999999999,93,Preferred
12956,108.07,4,Regular
12957,4017.5400000000027,91,Preferred
12962,266.39,21,Regular
12963,1856.6299999999994,77,Preferred
12965,771.9099999999996,54,Regular
12966,160.17999999999998,10,Regular
12967,1660.9,74,Regular
12968,135.95,7,Regular
12970,452.23999999999995,37,Regular
12971,11189.909999999996,98,VIP
12974,144.8,8,Regular
12976,738.6,53,Regular
12977,39.24,0,Regular
12980,7374.900000000001,96,VIP
12981,372.21999999999997,31,Regular
12982,390.53999999999996,33,Regular
12984,97.5,3,Regular
12985,1239.38,67,Regular
12987,558.7,43,Regular
12988,535.32,42,Regular
12989,6924.109999999996,96,VIP
12990,409.50000000000006,34,Regular
12991,503.76,40,Regular
12993,414.76,35,Regular
12994,974.42,60,Regular
12995,211.32,16,Regular
12997,1226.89,67,Regular
12999,455.8799999999999,37,Regular
13000,534.8499999999999,42,Regular
13001,9818.820000000012,97,VIP
13002,120.95,6,Regular
13003,149.05,8,Regular
13004,5655.91,94,Preferred
13005,513.7,41,Regular
13006,81.57,2,Regular
13008,229.47000000000003,18,Regular
13011,50.550000000000004,0,Regular
13012,1661.8400000000008,75,Preferred
13013,4810.9400000000005,93,Preferred
13014,3466.2799999999993,89,Preferred
13015,3346.2800000000016,88,Preferred
13016,789.8899999999996,55,Regular
13017,204.0,15,Regular
13018,7277.699999999997,96,VIP
13021,2616.3799999999997,84,Preferred
13023,689.9,50,Regular
13026,975.3599999999998,60,Regular
13027,6912.0,96,VIP
13028,661.32,49,Regular
13029,1247.5,67,Regular
13030,799.4800000000001,55,Regular
13032,1010.1799999999997,61,Regular
13033,190.54999999999998,13,Regular
13034,642.7699999999999,48,Regular
13035,921.88,59,Regular
13037,881.07,58,Regular
13038,908.4599999999999,58,Regular
13040,676.9900000000001,50,Regular
13043,516.4200000000001,41,Regular
13044,560.4700000000001,43,Regular
13045,305.28,24,Regular
13046,629.31,47,Regular
13047,3237.540000000001,88,Preferred
13048,1835.9099999999994,77,Preferred
13049,656.6800000000001,49,Regular
13050,5836.86,94,Preferred
13052,348.15,29,Regular
13055,1214.41,66,Regular
13058,271.4,21,Regular
13059,183.4,13,Regular
13060,307.53,25,Regular
13061,248.60999999999999,19,Regular
13062,346.98,29,Regular
13064,1119.4900000000005,64,Regular
13065,205.85999999999999,15,Regular
13066,470.80000000000007,38,Regular
13067,115.46000000000002,5,Regular
13068,344.0,29,Regular
13069,4436.119999999994,92,Preferred
13070,228.8,18,Regular
13072,177.14999999999998,12,Regular
13075,919.61,59,Regular
13077,729.27,52,Regular
13078,12627.94,98,VIP
13079,220.09999999999997,17,Regular
13080,58.08,1,Regular
13081,28337.38000000005,99,VIP
13082,3613.6300000000006,89,Preferred
13083,303.75,24,Regular
13085,416.08000000000004,35,Regular
13089,58825.83000000013,99,VIP
13090,8910.82,97,VIP
13091,345.82,29,Regular
13092,477.83,39,Regular
13093,7832.469999999998,96,VIP
13094,1927.3199999999993,78,Preferred
13095,74.4,1,Regular
13097,6010.419999999994,95,Preferred
13098,28882.440000000013,99,VIP
13099,207.36,15,Regular
13101,101.18999999999998,3,Regular
13102,6424.090000000001,95,Preferred
13103,243.94,19,Regular
13104,1098.48,64,Regular
13106,76.5,2,Regular
13107,1531.6200000000003,72,Regular
13108,350.05999999999995,29,Regular
13109,786.5400000000001,55,Regular
13110,1488.6700000000012,72,Regular
13113,12245.960000000003,98,VIP
13115,2294.7800000000007,82,Preferred
13116,501.14000000000004,40,Regular
13117,984.9099999999996,61,Regular
13118,1197.8099999999995,66,Regular
13120,30.6,0,Regular
13121,283.7299999999999,22,Regular
13122,922.3900000000002,59,Regular
13124,3866.3299999999977,90,Preferred
13126,2099.6399999999994,80,Preferred
13127,259.16999999999996,20,Regular
13130,64.0,1,Regular
13131,1073.2999999999997,63,Regular
13132,77.3,2,Regular
13133,109.79999999999998,4,Regular
13134,1793.58,76,Preferred
13135,3096.0,87,Preferred
13136,2607.6099999999997,84,Preferred
13137,3650.409999999999,90,Preferred
13138,962.3900000000001,60,Regular
13139,5064.940000000003,93,Preferred
13140,423.71999999999997,36,Regular
13141,2388.749999999999,83,Preferred
13142,307.0899999999999,24,Regular
13144,110.94999999999999,4,Regular
13145,618.52,46,Regular
13146,228.91,18,Regular
13147,712.8,52,Regular
13148,3707.120000000001,90,Preferred
13149,1676.0599999999997,75,Preferred
13151,1257.8700000000003,67,Regular
13153,486.21999999999997,39,Regular
13155,971.76,60,Regular
13157,1741.2199999999991,76,Preferred
13158,1201.0600000000004,66,Regular
13159,1437.8500000000006,71,Regular
13160,91.80000000000001,2,Regular
13161,112.75,5,Regular
13162,1688.2899999999995,75,Preferred
13165,1021.48,62,Regular
13166,417.19999999999993,35,Regular
13167,791.3300000000002,55,Regular
13168,1319.19,69,Regular
13169,712.88,52,Regular
13170,116.01000000000002,5,Regular
13171,468.4099999999999,38,Regular
13173,353.65000000000003,30,Regular
13174,2817.0300000000007,86,Preferred
13176,492.8400000000001,40,Regular
13177,282.45,22,Regular
13178,5725.470000000003,94,Preferred
13182,121.17999999999999,6,Regular
13183,3957.7800000000016,91,Preferred
13184,1701.2900000000009,75,Preferred
13185,71.4,1,Regular
13186,1575.8900000000003,73,Regular
13187,236.01999999999995,18,Regular
13188,114.6,5,Regular
13189,260.68,20,Regular
13192,911.9400000000002,59,Regular
13193,117.88000000000001,5,Regular
13194,60.7,1,Regular
13196,1797.78,76,Preferred
13198,3401.239999999997,88,Preferred
13199,9817.120000000003,97,VIP
13200,870.09,57,Regular
13203,869.4599999999999,57,Regular
13207,250.26,20,Regular
13208,1223.8999999999999,67,Regular
13209,5891.609999999999,95,Preferred
13210,353.47999999999996,30,Regular
13211,1197.4199999999998,66,Regular
13212,788.0799999999998,55,Regular
13213,1520.5800000000002,72,Regular
13216,333.74,28,Regular
13217,533.98,42,Regular
13218,62.64,1,Regular
13220,819.29,56,Regular
13221,847.4100000000001,57,Regular
13223,163.20000000000002,10,Regular
13224,2155.95,81,Preferred
13225,6463.840000000002,95,Preferred
13226,108.21000000000001,4,Regular
13227,257.7,20,Regular
13228,358.0,30,Regular
13229,160.95,10,Regular
13230,2806.9700000000007,86,Preferred
13232,1357.6000000000015,70,Regular
13233,605.1200000000001,46,Regular
13235,1031.0699999999995,62,Regular
13236,744.8500000000003,53,Regular
13238,700.7300000000001,51,Regular
13239,329.56,27,Regular
13240,663.6500000000001,49,Regular
13242,270.40000000000003,21,Regular
13243,600.07,45,Regular
13244,121.74000000000001,6,Regular
13245,430.5,36,Regular
13246,1987.3000000000009,79,Preferred
13247,501.12,40,Regular
13248,465.6799999999999,38,Regular
13249,711.41,51,Regular
13253,1030.3999999999999,62,Regular
13255,399.51,34,Regular
13256,0.0,0,Regular
13258,698.5799999999999,51,Regular
13259,292.3199999999999,23,Regular
13260,557.6200000000001,43,Regular
13261,944.1,60,Regular
13262,200.29000000000002,15,Regular
13263,7454.069999999956,96,VIP
13265,2107.6600000000008,80,Preferred
13266,3834.26,90,Preferred
13267,4521.490000000001,92,Preferred
13268,3214.6899999999996,88,Preferred
13269,5346.23,94,Preferred
13270,590.0,45,Regular
13271,217.3799999999999,16,Regular
13272,276.55999999999995,21,Regular
13273,138.97999999999996,8,Regular
13276,590.93,45,Regular
13277,258.4,20,Regular
13278,542.73,42,Regular
13279,137.75,7,Regular
13280,814.86,56,Regular
13282,1132.1399999999999,65,Regular
13283,93.66,3,Regular
13284,201.19,15,Regular
13285,2709.1200000000003,85,Preferred
13291,361.10999999999996,30,Regular
13292,578.9399999999999,44,Regular
13294,873.7399999999998,57,Regular
13295,201.20000000000002,15,Regular
13296,87.4,2,Regular
13297,2089.8500000000004,80,Preferred
13298,360.0,30,Regular
13299,142.5,8,Regular
13300,371.89000000000004,31,Regular
13301,618.0899999999998,46,Regular
13302,63.75,1,Regular
13304,300.4199999999999,23,Regular
13305,2000.8599999999992,79,Preferred
13307,15.0,0,Regular
13308,1385.51,70,Regular
13309,1456.7899999999993,71,Regular
13310,1132.0300000000002,65,Regular
13311,598.57,45,Regular
13313,1555.3199999999993,73,Regular
13314,775.9400000000002,54,Regular
13316,5977.730000000001,95,Preferred
13317,2273.679999999999,82,Preferred
13318,640.76,48,Regular
13319,10845.549999999988,97,VIP
13320,1548.7000000000003,73,Regular
13321,567.3599999999999,44,Regular
13322,199.48,14,Regular
13323,787.8499999999999,55,Regular
13324,7121.949999999994,96,VIP
13325,675.3,50,Regular
13327,3627.769999999998,89,Preferred
13328,1308.48,68,Regular
13329,789.0,55,Regular
13330,1140.9299999999996,65,Regular
13332,350.9,29,Regular
13334,3536.819999999998,89,Preferred
13336,795.12,55,Regular
13338,487.02,39,Regular
13339,860.1200000000002,57,Regular
13340,10736.47999999999,97,VIP
13341,775.85,54,Regular
13343,353.43000000000006,30,Regular
13344,2543.720000000002,84,Preferred
13345,389.50000000000006,33,Regular
13347,341.36,28,Regular
13348,233.75999999999996,18,Regular
13349,247.31999999999996,19,Regular
13350,979.1199999999999,60,Regular
13351,373.94,31,Regular
13352,397.9800000000001,34,Regular
13354,743.5300000000003,53,Regular
13355,674.7,50,Regular
13356,768.2400000000001,54,Regular
13357,609.9500000000002,46,Regular
13358,439.03000000000003,37,Regular
13359,439.5599999999999,37,Regular
13362,3090.7399999999984,87,Preferred
13363,992.5000000000002,61,Regular
13364,134.96,7,Regular
13365,2225.3700000000013,81,Preferred
13366,56.16,1,Regular
13368,623.4,47,Regular
13369,308.28000000000003,25,Regular
13370,754.8700000000003,53,Regular
13372,378.64,32,Regular
13373,3312.2500000000005,88,Preferred
13375,778.6499999999997,54,Regular
13376,1019.7600000000003,62,Regular
13379,572.5599999999997,44,Regular
13381,3639.3100000000004,89,Preferred
13382,222.99,17,Regular
13384,4151.929999999999,91,Preferred
13385,534.5700000000002,42,Regular
13388,677.1000000000001,50,Regular
13389,797.96,55,Regular
13390,544.0799999999999,42,Regular
13391,59.8,1,Regular
13394,2520.0199999999995,83,Preferred
13395,307.72,25,Regular
13396,1360.9899999999998,70,Regular
13397,1544.1299999999997,73,Regular
13398,457.3400000000001,38,Regular
13402,621.2300000000001,47,Regular
13403,75.0,1,Regular
13404,252.49,20,Regular
13405,572.4509999999999,44,Regular
13408,28117.039999999983,99,VIP
13410,1003.0600000000001,61,Regular
13411,213.55,16,Regular
13414,1390.5,70,Regular
13416,712.5000000000001,52,Regular
13417,640.83,48,Regular
13418,6127.429999999998,95,Preferred
13419,221.05999999999995,17,Regular
13420,159.85,10,Regular
13421,1851.0799999999992,77,Preferred
13422,2626.3000000000006,84,Preferred
13425,1624.2099999999998,74,Regular
13426,3641.3199999999974,89,Preferred
13427,582.6,44,Regular
13428,218.46999999999994,17,Regular
13429,1006.8000000000001,61,Regular
13430,679.45,50,Regular
13431,1269.0999999999995,68,Regular
13434,534.24,42,Regular
13435,3809.89,90,Preferred
13436,196.88999999999996,14,Regular
13437,3408.0599999999995,88,Preferred
13439,283.71,22,Regular
13441,296.64000000000004,23,Regular
13447,1129.14,65,Regular
13448,3539.370000000002,89,Preferred
13449,291.88,23,Regular
13450,2043.7200000000005,79,Preferred
13451,2976.149999999999,87,Preferred
13452,590.0,45,Regular
13453,356.98,30,Regular
13455,1058.34,63,Regular
13456,1766.7199999999996,76,Preferred
13458,9646.570000000002,97,VIP
13460,183.44,13,Regular
13461,1445.0000000000002,71,Regular
13462,151.5,9,Regular
13464,674.6800000000002,50,Regular
13466,307.90000000000003,25,Regular
13467,1083.71,64,Regular
13468,5704.970000000001,94,Preferred
13470,165.0,11,Regular
13471,2531.579999999998,84,Preferred
13473,422.64,35,Regular
13474,229.58999999999997,18,Regular
13475,1431.7800000000009,71,Regular
13476,1238.4699999999998,67,Regular
13477,1454.579999999999,71,Regular
13479,300.95,24,Regular
13481,1804.5599999999993,77,Preferred
13482,184.64000000000001,13,Regular
13483,140.34000000000003,8,Regular
13484,313.79999999999995,26,Regular
13485,454.2400000000001,37,Regular
13486,1122.4099999999999,65,Regular
13487,575.4,44,Regular
13488,8968.309999999996,97,VIP
13489,449.52000000000004,37,Regular
13491,1215.82,67,Regular
13492,1269.8400000000006,68,Regular
13493,618.6300000000001,47,Regular
13494,316.25999999999993,26,Regular
13495,2044.8699999999997,79,Preferred
13496,653.3299999999999,48,Regular
13497,348.04999999999995,29,Regular
13499,1159.11,65,Regular
13500,1166.7700000000002,66,Regular
13501,1340.3199999999997,69,Regular
13502,291.99999999999994,23,Regular
13503,216.84999999999997,16,Regular
