item_id,item_price,qty_day
6432,198.0,3.0
6474,249.0,3.0
6496,249.0,3.0
6497,1499.0,6.0
6503,1189.0,3.0
6503,1999.0,9.0
6625,999.0,3.0
6628,699.0,3.0
6641,98.0,3.0
6675,26990.0,9.0
6710,599.0,6.0
6713,1699.0,9.0
6738,499.0,15.0
6740,499.0,18.0
6768,2799.0,3.0
6861,498.0,3.0
6875,299.0,3.0
6877,199.0,3.0
6930,2199.0,3.0
7003,399.0,3.0
7018,999.0,3.0
7085,699.0,6.0
7087,999.0,9.0
7093,229.0,3.0
7172,2599.0,6.0
7211,248.0,3.0
7220,1299.0,9.0
7233,599.0,6.0
7308,349.0,9.0
7351,299.0,3.0
7369,299.0,3.0
7493,349.0,3.0
7498,349.0,6.0
7655,299.0,3.0
7723,2999.0,3.0
7736,299.0,12.0
7739,148.0,9.0
7741,299.0,3.0
7780,460.0,3.0
7780,498.0,3.0
7793,2599.0,3.0
7794,2498.0,3.0
7798,1798.0,3.0
7805,498.0,6.0
7812,5890.0,3.0
7834,799.0,3.0
7846,1299.0,3.0
7852,249.0,3.0
7853,399.0,3.0
7856,799.0,12.0
7872,98.0,6.0
7877,3990.0,-3.0
7894,2290.0,12.0
7917,198.0,3.0
7933,1190.0,3.0
7956,6990.0,3.0
7966,2599.0,6.0
7967,999.0,3.0
8008,299.0,9.0
8012,299.0,3.0
8040,75.0,3.0
8061,734.0,3.0
8065,399.0,6.0
8073,399.0,3.0
8078,99.0,3.0
8079,399.0,12.0
8093,1081.15,3.0
8095,499.0,-3.0
8204,449.0,3.0
8209,58.0,3.0
8218,249.0,3.0
8245,249.0,3.0
8312,198.0,3.0
8352,1199.0,3.0
8366,549.0,3.0
8436,249.0,3.0
8448,4490.0,3.0
8452,1890.0,6.0
8452,2890.0,3.0
8455,3490.0,6.0
8469,349.0,3.0
8508,699.0,3.0
8510,249.0,3.0
8532,5500.0,3.0
8537,349.0,3.0
8569,399.0,9.0
8570,499.0,6.0
8571,299.0,3.0
8624,149.0,3.0
8625,199.0,3.0
8672,169.0,3.0
8702,399.0,6.0
8778,99.0,3.0
8807,58.0,3.0
8808,99.0,3.0
8819,799.0,3.0
8845,264.58,3.0
8856,299.0,3.0
8874,599.0,3.0
8888,199.0,3.0
8930,99.0,3.0
8958,499.0,3.0
8961,169.0,3.0
8981,399.0,9.0
9048,169.0,3.0
9055,99.0,3.0
9121,50.0,6.0
9124,50.0,12.0
9355,349.0,24.0
9394,299.0,3.0
9396,299.0,6.0
9401,299.0,3.0
9405,299.0,3.0
9406,349.0,3.0
9409,349.0,6.0
9411,349.0,3.0
9451,399.0,3.0
9457,299.0,3.0
9458,220.0,6.0
9462,379.0,3.0
9495,99.0,6.0
9496,99.0,3.0
9497,99.0,3.0
9498,99.0,3.0
9499,99.0,3.0
9532,399.0,6.0
9541,349.0,3.0
9554,199.0,3.0
9697,1799.0,3.0
9786,169.0,3.0
9862,99.0,3.0
9873,199.0,3.0
9929,58.0,3.0
9994,449.0,3.0
10003,99.0,3.0
10164,199.0,3.0
10205,1079.0,3.0
10216,149.0,6.0
10266,299.0,3.0
10277,249.0,3.0
10296,1442.43,3.0
10337,149.0,3.0
10357,199.0,3.0
10360,199.0,3.0
10378,149.0,3.0
10379,149.0,3.0
10382,399.0,3.0
10455,99.0,6.0
10476,479.0,33.0
10477,1599.0,3.0
10478,799.0,18.0
10489,399.0,3.0
10500,499.0,3.0
10513,1499.0,3.0
10515,169.0,3.0
10517,1849.0,3.0
10553,399.0,3.0
10578,299.0,3.0
10583,199.0,3.0
10614,280.0,3.0
10615,599.0,3.0
10617,689.0,3.0
10633,899.0,3.0
10659,999.0,6.0
10678,1499.0,3.0
10726,399.0,6.0
10768,349.0,3.0
10782,249.0,3.0
10784,399.0,3.0
10785,349.0,3.0
10786,299.0,3.0
10788,249.0,3.0
10826,28.0,3.0
10829,58.0,3.0
10842,399.0,3.0
10855,269.17,3.0
10891,199.0,3.0
10937,199.0,3.0
10940,1148.0,3.0
11094,99.0,3.0
11106,199.0,3.0
11133,199.0,3.0
11134,79.0,3.0
11142,249.0,3.0
11181,99.0,6.0
11184,199.0,3.0
11185,349.0,6.0
11200,149.0,3.0
11222,299.0,3.0
11227,99.0,3.0
11244,69.0,3.0
11245,28.0,3.0
11247,399.0,12.0
11286,399.0,3.0
11306,449.0,6.0
11311,899.0,3.0
11339,349.0,3.0
11369,855.0,6.0
11370,233.0,30.0
11372,814.0,6.0
11373,383.33333333300004,9.0
11389,899.0,3.0
11431,79.0,6.0
11454,49.0,3.0
11460,99.0,3.0
11496,169.0,6.0
11498,332.67,3.0
11575,99.0,3.0
11595,99.0,3.0
11652,399.0,3.0
11655,1544.82,3.0
11655,1799.57,3.0
11655,1999.0,6.0
11688,80.0,3.0
11688,149.0,3.0
11711,299.0,3.0
11786,28.0,3.0
11795,199.0,3.0
11796,149.0,3.0
11800,149.0,3.0
11811,1199.0,3.0
11893,169.0,6.0
11899,99.0,3.0
11904,149.0,3.0
11926,1079.0,18.0
11926,1139.0,6.0
11926,1199.0,9.0
11927,539.0,12.0
11927,569.0,12.0
11927,599.0,27.0
11938,99.0,3.0
11968,149.0,3.0
12028,99.0,3.0
12062,99.0,3.0
12064,99.0,3.0
12090,399.0,3.0
12091,499.0,3.0
12104,98.0,3.0
12105,98.0,3.0
12206,2499.0,9.0
12286,28.0,3.0
12319,70.0,3.0
12353,399.0,3.0
12361,99.0,3.0
12362,399.0,6.0
12363,901.18,3.0
12399,99.0,3.0
12411,199.0,3.0
12436,99.0,3.0
12463,199.0,3.0
12465,199.0,6.0
12475,199.0,3.0
12477,199.0,3.0
12488,798.0,3.0
12527,449.0,3.0
12552,199.0,3.0
12610,349.0,3.0
12709,399.0,3.0
12730,1490.0,3.0
12778,199.0,3.0
12781,149.0,3.0
12797,199.0,3.0
12826,99.0,3.0
12839,99.0,3.0
12917,249.0,3.0
12933,149.0,3.0
12944,98.0,3.0
13041,99.0,3.0
13071,599.0,3.0
13097,1000.0,12.0
13099,500.0,6.0
13104,399.0,3.0
13105,499.0,3.0
13119,299.0,3.0
13144,98.0,3.0
13151,198.0,3.0
13159,299.0,3.0
13166,249.0,3.0
13205,299.0,12.0
13229,499.0,3.0
13230,499.0,3.0
13268,499.0,3.0
13341,150.0,3.0
13342,150.0,3.0
13359,150.0,3.0
13367,299.0,3.0
13387,299.0,18.0
13400,19990.0,3.0
13401,27392.0,3.0
13405,25392.0,3.0
13442,27990.0,3.0
13494,14990.0,6.0
13505,1199.0,12.0
13511,1499.0,3.0
13512,1499.0,3.0
13517,2390.0,6.0
13557,2499.0,6.0
13560,3999.0,3.0
13591,1799.0,3.0
13674,1649.0,6.0
13687,1799.0,3.0
13697,564.0,3.0
13697,899.0,6.0
13721,229.0,3.0
13723,229.0,3.0
13753,200.8,15.0
13755,299.0,3.0
13802,499.0,39.0
13803,799.0,9.0
13812,99.0,3.0
13825,999.0,3.0
13827,169.0,3.0
13851,169.0,3.0
13856,28.0,3.0
13869,349.0,3.0
13880,199.0,6.0
13881,599.0,3.0
13970,49.0,6.0
14019,149.0,9.0
14039,69.0,3.0
14044,399.0,3.0
14075,148.0,3.0
14092,58.0,3.0
14093,58.0,3.0
14102,749.0,3.0
14125,1803.25,3.0
14143,629.26,3.0
14169,98.0,3.0
14216,299.0,3.0
14223,299.0,3.0
14227,99.0,12.0
14228,99.0,12.0
14229,99.0,6.0
14243,399.0,9.0
14254,249.0,3.0
14256,99.0,3.0
14258,299.0,3.0
14259,99.0,3.0
14280,349.0,3.0
14306,999.0,3.0
14307,749.0,3.0
14308,169.0,3.0
14313,199.0,3.0
14368,28.0,3.0
14386,149.0,3.0
14437,349.0,9.0
14444,58.0,3.0
14446,169.0,6.0
14457,169.0,6.0
14458,299.0,6.0
14500,199.0,3.0
14506,399.0,3.0
14510,29.0,3.0
14597,199.0,3.0
14628,199.0,3.0
14652,199.0,0.0
14654,149.0,3.0
14710,399.0,6.0
14716,49.0,3.0
14720,49.0,3.0
14755,99.0,3.0
14810,79.0,6.0
14822,1259.0,6.0
14830,339.0,3.0
14844,339.0,12.0
14845,199.0,6.0
14846,199.0,3.0
14860,58.0,3.0
14865,199.0,3.0
15022,99.0,3.0
15023,58.0,3.0
15031,390.0,3.0
15040,599.0,3.0
15044,298.0,6.0
15045,699.0,6.0
15047,1499.0,3.0
15063,449.0,3.0
15066,799.0,3.0
15085,699.0,3.0
15088,799.0,3.0
15112,159.0,15.0
15114,249.0,3.0
15193,299.0,3.0
15212,335.0,3.0
15229,1499.0,3.0
15240,599.0,6.0
15257,1199.0,3.0
15261,699.0,3.0
15265,699.0,3.0
15283,1499.0,3.0
15286,1899.0,3.0
15319,1249.0,3.0
15334,287.0,3.0
15336,529.0,3.0
15392,779.0,3.0
15395,649.0,3.0
15398,1129.0,3.0
15438,1049.0,3.0
15443,629.0,3.0
15450,999.0,3.0
15456,649.0,3.0
15470,249.0,3.0
15480,599.0,3.0
15489,1149.0,3.0
15519,299.0,3.0
15521,599.0,3.0
15548,199.0,3.0
15552,1768.84,3.0
15555,58.0,3.0
15615,399.0,3.0
15645,399.0,3.0
15650,28.0,3.0
15685,699.0,6.0
15698,99.0,9.0
15702,149.0,3.0
15739,499.0,3.0
15746,599.0,6.0
15757,199.0,3.0
15778,169.0,3.0
15787,399.0,3.0
15799,299.0,3.0
15812,999.0,6.0
15817,399.0,15.0
15818,699.0,15.0
15844,349.0,3.0
15850,1159.0,3.0
15856,899.0,3.0
15857,1199.0,3.0
15857,1499.0,3.0
15866,1299.0,3.0
15922,2149.0,3.0
15938,1299.0,6.0
15941,2349.0,3.0
15989,499.0,6.0
16003,1499.0,3.0
16032,499.0,3.0
16038,299.0,3.0
16042,499.0,3.0
16055,599.0,6.0
16056,799.0,12.0
16057,619.0,3.0
16058,449.0,3.0
16061,1999.0,3.0
16083,449.0,3.0
16113,1599.0,3.0
16116,659.0,6.0
16128,1499.0,3.0
16136,1199.0,3.0
16137,399.0,6.0
16147,599.0,3.0
16160,1999.0,3.0
16167,799.0,3.0
16169,299.0,6.0
16174,799.0,3.0
16177,1999.0,3.0
16179,1949.0,3.0
16182,1499.0,3.0
16184,449.0,3.0
16205,359.0,3.0
16206,799.0,3.0
16209,359.0,3.0
16210,359.0,3.0
16227,499.0,3.0
16245,1099.0,6.0
16249,899.0,3.0
16261,849.0,3.0
16310,1279.0,3.0
16356,199.0,3.0
16359,249.0,3.0
16360,799.0,3.0
16434,399.0,3.0
16441,99.0,3.0
16450,149.0,3.0
16487,399.0,6.0
16493,399.0,3.0
16524,79.0,3.0
16555,49.0,3.0
16595,99.0,3.0
16671,299.0,3.0
16676,399.0,3.0
16677,332.67,-3.0
16788,2099.0,6.0
16790,2899.0,9.0
16825,3999.0,6.0
16826,4999.0,3.0
16859,28.0,3.0
16880,199.0,6.0
16889,99.0,3.0
16896,399.0,6.0
16904,149.0,3.0
16922,399.0,3.0
16923,599.0,6.0
17027,399.0,3.0
17042,149.0,3.0
17046,399.0,12.0
17048,699.0,3.0
17104,399.0,3.0
17130,58.0,6.0
17302,79.0,6.0
17322,149.0,9.0
17365,99.0,3.0
17375,450.14,3.0
17398,99.0,6.0
17403,1449.0,3.0
17457,199.0,3.0
17467,399.0,6.0
17493,28.0,3.0
17500,499.0,3.0
17565,399.0,3.0
17620,299.0,3.0
17654,3999.0,3.0
17662,1374.0,3.0
17662,1999.0,9.0
17717,500.0,3.0
17717,750.0,9.0
17717,999.0,3.0
17717,1000.0,6.0
17717,1399.5,6.0
17717,1490.0,3.0
17717,1499.0,3.0
17717,1744.5,6.0
17717,1949.0,12.0
17717,1999.0,6.0
17717,2599.0,3.0
17748,349.0,6.0
17750,3490.0,3.0
17769,99.0,3.0
17785,169.0,6.0
17875,148.0,3.0
17880,363.0,3.0
17887,275.0,3.0
17887,399.0,3.0
17891,217.5,6.0
17956,169.0,3.0
18015,300.0,3.0
18026,299.0,6.0
18030,299.0,3.0
18042,239.2,3.0
18042,299.0,9.0
18046,299.0,3.0
18048,299.0,6.0
18049,299.0,3.0
18050,239.2,3.0
18050,299.0,3.0
18051,239.2,3.0
18052,239.2,6.0
18052,299.0,3.0
18106,3799.0,6.0
18147,99.0,3.0
18148,449.0,3.0
18163,299.0,3.0
18209,299.0,3.0
18253,299.0,3.0
18257,199.0,3.0
18360,199.0,3.0
18380,199.0,3.0
18407,199.0,9.0
18431,167.0,3.0
18439,199.0,3.0
18441,249.0,6.0
18454,199.0,9.0
18464,199.0,3.0
18476,99.0,3.0
18477,249.0,9.0
18484,199.0,3.0
18589,99.0,3.0
18622,169.0,3.0
18625,399.0,3.0
18626,699.0,3.0
18672,299.0,3.0
18677,199.0,3.0
18699,199.0,6.0
18704,199.0,3.0
18834,149.0,3.0
18848,99.0,3.0
18882,79.0,3.0
18884,79.0,6.0
18923,399.0,3.0
18953,28.0,6.0
18958,499.0,3.0
18975,149.0,3.0
19037,349.0,3.0
19041,249.0,6.0
19043,199.0,3.0
19046,299.0,3.0
19050,549.0,6.0
19051,599.0,3.0
19093,299.0,3.0
19116,399.0,18.0
19118,699.0,6.0
19126,198.0,3.0
19134,549.0,6.0
19161,399.0,3.0
19162,749.0,3.0
19216,99.0,3.0
19258,299.0,3.0
19288,500.0,3.0
19295,999.0,3.0
19307,799.0,3.0
19334,350.0,3.0
19339,349.0,3.0
19370,222.0,3.0
19405,399.0,3.0
19434,50.0,3.0
19436,533.0,3.0
19436,799.0,6.0
19438,2999.0,6.0
19439,3999.0,3.0
19597,169.0,6.0
19602,169.0,6.0
19647,198.0,3.0
19686,399.0,3.0
19692,169.0,3.0
19752,63.2,3.0
19752,79.0,6.0
19771,169.0,3.0
19794,149.0,9.0
19806,399.0,3.0
19816,799.0,3.0
19817,499.0,9.0
19836,99.0,3.0
19893,449.0,3.0
19894,499.0,3.0
19986,1999.0,3.0
19993,98.0,3.0
20055,399.0,9.0
20069,98.0,3.0
20195,720.0,3.0
20225,479.0,33.0
20226,799.0,3.0
20231,99.0,3.0
20259,149.0,6.0
20269,169.0,3.0
20311,58.0,3.0
20337,1099.0,3.0
20346,1099.0,3.0
20347,1849.0,3.0
20405,2399.0,3.0
20434,1899.0,3.0
20465,1399.0,3.0
20521,1999.0,3.0
20540,1499.0,3.0
20544,1999.0,3.0
20608,1999.0,9.0
20610,1099.0,3.0
20611,2249.0,6.0
20613,1099.0,9.0
20614,1099.0,3.0
20641,3799.0,3.0
20654,1899.0,3.0
20739,499.0,3.0
20773,1099.0,3.0
20916,1719.0,3.0
20920,1719.0,3.0
20949,3.0,6.0
20949,5.0,87.0
20957,1198.0,3.0
21260,1039.0,3.0
21358,599.0,3.0
21361,1799.0,6.0
21361,1999.0,6.0
21362,989.0,3.0
21362,1099.0,12.0
21363,2879.0,6.0
21363,3199.0,6.0
21364,431.0,3.0
21364,479.0,63.0
21365,899.0,3.0
21365,999.0,33.0
21366,1439.0,15.0
21366,1599.0,12.0
21367,749.0,24.0
21368,1499.0,3.0
21377,135.2,3.0
21386,134.6,3.0
21386,169.0,6.0
21387,1699.0,3.0
21388,999.0,3.0
21400,99.0,6.0
21414,264.58,3.0
21420,149.0,3.0
21427,169.0,6.0
21440,149.0,6.0
21447,149.0,3.0
21485,329.0,9.0
21486,210.0,3.0
21591,399.0,3.0
21605,99.0,3.0
21669,149.0,3.0
21674,399.0,3.0
21677,49.0,3.0
21679,149.0,3.0
21684,149.0,3.0
21704,169.0,3.0
21726,99.0,3.0
21761,772.03,3.0
21762,1499.0,3.0
21793,999.0,3.0
21842,149.0,3.0
21881,299.0,9.0
21893,28.0,3.0
21902,99.0,3.0
21922,99.0,6.0
21962,1249.0,3.0
21976,1499.0,3.0
22058,169.0,3.0
22073,99.0,3.0
22076,28.0,3.0
22087,119.0,9.0
22088,119.0,27.0
22091,179.0,6.0
22092,179.0,3.0
22104,249.0,6.0
22140,217.5,3.0
22162,399.0,18.0
