,date,shop_id,item_id,item_price,item_cnt_day
2555163,01.04.2015,31,2853,666.0,3.0
2555199,01.04.2015,31,2852,666.0,3.0
2555211,01.04.2015,31,2817,3799.0,1.0
2555255,01.04.2015,31,3141,1180.0,1.0
2555258,01.04.2015,31,3084,299.0,1.0
2555320,01.04.2015,31,2047,198.0,2.0
2555329,01.04.2015,31,2286,2999.0,1.0
2555370,01.04.2015,31,1969,3999.0,1.0
2555375,01.04.2015,31,1744,299.0,1.0
2555412,01.04.2015,31,2445,599.0,2.0
2555487,01.04.2015,31,4102,349.0,1.0
2555510,01.04.2015,31,4334,799.0,1.0
2555596,01.04.2015,31,4554,299.0,2.0
2555687,01.04.2015,31,3553,2799.0,1.0
2555817,01.04.2015,31,3734,3399.0,1.0
2555835,01.04.2015,29,17717,1000.0,1.0
2555887,01.04.2015,29,16205,359.0,1.0
2555889,01.04.2015,29,16174,799.0,1.0
2555902,01.04.2015,29,16788,2099.0,1.0
2555912,01.04.2015,29,15818,699.0,1.0
2555978,01.04.2015,29,18147,99.0,1.0
2556011,01.04.2015,29,12362,399.0,1.0
2556033,01.04.2015,29,13517,2390.0,1.0
2556034,01.04.2015,29,13511,1499.0,1.0
2556089,01.04.2015,29,11927,599.0,1.0
2556095,01.04.2015,29,20610,1099.0,1.0
2556228,01.04.2015,31,1364,399.0,1.0
2556279,01.04.2015,31,1858,1199.0,1.0
2556338,01.04.2015,31,1563,1799.0,1.0
2556339,01.04.2015,31,1570,2999.0,1.0
2556346,01.04.2015,31,1568,1999.0,1.0
2556380,01.04.2015,29,21362,1099.0,1.0
2556422,01.04.2015,29,20259,149.0,1.0
2556437,01.04.2015,29,21367,749.0,1.0
2556447,01.04.2015,31,32,149.0,1.0
2556455,01.04.2015,31,486,300.0,1.0
2556559,01.04.2015,28,1563,1799.0,1.0
2556663,01.04.2015,28,1971,4499.0,1.0
2556696,01.04.2015,28,1878,2599.0,1.0
2556714,01.04.2015,27,21364,479.0,1.0
2556732,01.04.2015,27,21365,999.0,1.0
2556802,01.04.2015,28,30,169.0,1.0
2556847,01.04.2015,27,21605,99.0,1.0
2556913,01.04.2015,28,3342,2999.0,1.0
2556920,01.04.2015,28,3340,1799.0,1.0
2556938,01.04.2015,28,3071,799.0,1.0
2556996,01.04.2015,28,3934,3499.0,1.0
2557010,01.04.2015,28,3777,349.0,1.0
2557110,01.04.2015,28,2293,999.0,2.0
2557119,01.04.2015,28,2284,2999.0,1.0
2557210,01.04.2015,28,2578,349.0,1.0
2557212,01.04.2015,28,2799,499.0,1.0
2557241,01.04.2015,27,15817,399.0,1.0
2557274,01.04.2015,27,16441,99.0,1.0
2557279,01.04.2015,27,15739,499.0,1.0
2557336,01.04.2015,27,17322,149.0,1.0
2557467,01.04.2015,27,14822,1259.0,2.0
2557483,01.04.2015,27,15257,1199.0,1.0
2557502,01.04.2015,27,16113,1599.0,1.0
2557530,01.04.2015,27,16136,1199.0,1.0
2557539,01.04.2015,27,16116,659.0,1.0
2557558,01.04.2015,27,15856,899.0,1.0
2557564,01.04.2015,27,15989,499.0,1.0
2557565,01.04.2015,27,15857,1499.0,1.0
2557678,01.04.2015,27,20608,1999.0,1.0
2557686,01.04.2015,27,20544,1999.0,1.0
2557689,01.04.2015,27,20521,1999.0,1.0
2557741,01.04.2015,27,20225,479.0,1.0
2557797,01.04.2015,27,18042,299.0,2.0
2557834,01.04.2015,27,18030,299.0,1.0
2557845,01.04.2015,27,18026,299.0,2.0
2557868,01.04.2015,27,18050,299.0,1.0
2557904,01.04.2015,27,18048,299.0,1.0
2557913,01.04.2015,27,18046,299.0,1.0
2557927,01.04.2015,27,18049,299.0,1.0
2558035,01.04.2015,28,11927,599.0,1.0
2558081,01.04.2015,28,11431,79.0,1.0
2558087,01.04.2015,28,8079,399.0,1.0
2558099,01.04.2015,28,11899,99.0,1.0
2558222,01.04.2015,28,10476,479.0,2.0
2558281,01.04.2015,28,10164,199.0,1.0
2558322,01.04.2015,28,14308,169.0,1.0
2558338,01.04.2015,28,13803,799.0,2.0
2558396,01.04.2015,28,14597,199.0,1.0
2558478,01.04.2015,28,12091,499.0,1.0
2558567,01.04.2015,28,13591,1799.0,1.0
2558569,01.04.2015,28,12839,99.0,1.0
2558783,01.04.2015,28,5459,349.0,1.0
2558795,01.04.2015,28,5823,2799.0,1.0
2558850,01.04.2015,28,4393,1198.0,1.0
2558875,01.04.2015,28,4003,449.0,1.0
2558887,01.04.2015,28,4102,349.0,2.0
2558915,01.04.2015,28,4872,1199.0,1.0
2559064,01.04.2015,28,7308,349.0,1.0
2559141,01.04.2015,28,7894,2290.0,2.0
2559176,01.04.2015,28,6129,1999.0,1.0
2559210,01.04.2015,28,6027,299.0,1.0
2559255,01.04.2015,28,6713,1699.0,2.0
2559287,01.04.2015,28,6351,449.0,1.0
2559421,01.04.2015,31,18677,199.0,1.0
2559449,01.04.2015,31,19116,399.0,1.0
2559747,01.04.2015,31,20613,1099.0,2.0
2559790,01.04.2015,31,21365,999.0,1.0
2559800,01.04.2015,31,21367,749.0,1.0
2559807,01.04.2015,31,21377,135.2,1.0
2559861,01.04.2015,31,21364,479.0,1.0
2559877,01.04.2015,31,19817,499.0,1.0
2559890,01.04.2015,31,19894,499.0,1.0
2559950,01.04.2015,31,19692,169.0,1.0
2559952,01.04.2015,31,19752,63.2,1.0
2559988,01.04.2015,31,20465,1399.0,1.0
2560014,01.04.2015,31,20055,399.0,1.0
2560059,01.04.2015,31,16356,199.0,1.0
2560135,01.04.2015,31,16555,49.0,1.0
2560194,01.04.2015,31,16790,2899.0,1.0
2560223,01.04.2015,31,16058,449.0,1.0
2560244,01.04.2015,31,16137,399.0,1.0
2560258,01.04.2015,31,16116,659.0,1.0
2560294,01.04.2015,31,16083,449.0,1.0
2560310,01.04.2015,31,15615,399.0,1.0
2560409,01.04.2015,31,17500,499.0,1.0
2560460,01.04.2015,31,17467,399.0,1.0
2560462,01.04.2015,31,17748,349.0,1.0
2560589,01.04.2015,31,16896,399.0,1.0
2560611,01.04.2015,31,17046,399.0,1.0
2560740,01.04.2015,31,17130,58.0,1.0
2560743,01.04.2015,31,16032,499.0,1.0
2560744,01.04.2015,31,21386,134.6,1.0
2560801,01.04.2015,35,4806,99.0,1.0
2560889,01.04.2015,35,5821,1099.0,1.0
2560904,01.04.2015,35,5663,3690.0,1.0
2560923,01.04.2015,35,2976,2199.0,1.0
2560939,01.04.2015,35,3072,3499.0,1.0
2560970,01.04.2015,35,2799,499.0,1.0
2561189,01.04.2015,35,13802,499.0,1.0
2561245,01.04.2015,35,12477,199.0,1.0
2561275,01.04.2015,35,7736,299.0,1.0
2561298,01.04.2015,35,7894,2290.0,1.0
2561299,01.04.2015,35,7877,3990.0,-1.0
2561364,01.04.2015,35,9554,199.0,1.0
2561387,01.04.2015,35,10455,99.0,1.0
2561506,01.04.2015,31,22088,119.0,2.0
2561619,01.04.2015,31,22087,119.0,1.0
2561675,01.04.2015,31,21363,3199.0,1.0
2561689,01.04.2015,31,21440,149.0,1.0
2561754,01.04.2015,31,21793,999.0,1.0
2561777,01.04.2015,31,21976,1499.0,1.0
2561840,01.04.2015,35,970,349.0,1.0
2561872,01.04.2015,34,22088,119.0,1.0
2561881,01.04.2015,34,22087,119.0,1.0
2561926,01.04.2015,34,20949,5.0,1.0
2561931,01.04.2015,35,1880,2849.0,1.0
2561936,01.04.2015,35,1857,1999.0,1.0
2561937,01.04.2015,35,1883,3999.0,1.0
2561940,01.04.2015,35,1826,28.0,1.0
2561942,01.04.2015,35,1824,28.0,1.0
2562081,01.04.2015,34,17717,2599.0,1.0
2562107,01.04.2015,34,13697,899.0,1.0
2562142,01.04.2015,34,15044,298.0,1.0
2562317,01.04.2015,31,9355,349.0,1.0
2562356,01.04.2015,31,8012,299.0,1.0
2562361,01.04.2015,31,8008,299.0,2.0
2562497,01.04.2015,31,9495,99.0,1.0
2562503,01.04.2015,31,10476,479.0,2.0
2562524,01.04.2015,31,10478,799.0,1.0
2562543,01.04.2015,31,10633,899.0,1.0
2562546,01.04.2015,31,10615,599.0,1.0
2562738,01.04.2015,31,9697,1799.0,1.0
2562760,01.04.2015,31,10266,299.0,1.0
2562798,01.04.2015,31,10378,149.0,1.0
2562868,01.04.2015,31,5822,1149.0,4.0
2562913,01.04.2015,31,5341,1399.0,1.0
2562943,01.04.2015,31,5572,1890.0,1.0
2563076,01.04.2015,31,4807,399.0,1.0
2563088,01.04.2015,31,4872,1199.0,1.0
2563103,01.04.2015,31,4628,299.0,1.0
2563153,01.04.2015,31,5305,299.0,1.0
2563187,01.04.2015,31,4906,1999.0,1.0
2563250,01.04.2015,31,6308,299.0,1.0
2563281,01.04.2015,31,6710,599.0,1.0
2563312,01.04.2015,31,7793,2599.0,1.0
2563365,01.04.2015,31,7233,599.0,1.0
2563402,01.04.2015,31,6051,399.0,1.0
2563410,01.04.2015,31,6129,1999.0,1.0
2563415,01.04.2015,31,6128,2499.0,1.0
2563442,01.04.2015,31,5962,699.0,1.0
2563506,01.04.2015,31,6496,249.0,1.0
2563510,01.04.2015,31,6252,299.0,1.0
2563526,01.04.2015,31,6226,199.0,1.0
2563656,01.04.2015,31,14437,349.0,1.0
2563714,01.04.2015,31,14458,299.0,1.0
2563737,01.04.2015,31,13812,99.0,1.0
2563742,01.04.2015,31,13803,799.0,1.0
2563804,01.04.2015,31,13802,499.0,1.0
2563821,01.04.2015,31,14019,149.0,2.0
2563833,01.04.2015,31,14223,299.0,1.0
2563963,01.04.2015,31,15286,1899.0,1.0
2563982,01.04.2015,31,15336,529.0,1.0
2564041,01.04.2015,31,15480,599.0,1.0
2564101,01.04.2015,31,14830,339.0,1.0
2564120,01.04.2015,31,14628,199.0,1.0
2564175,01.04.2015,31,15240,599.0,1.0
2564224,01.04.2015,31,14844,339.0,1.0
2564275,01.04.2015,31,11926,1139.0,2.0
2564308,01.04.2015,31,11688,149.0,1.0
2564315,01.04.2015,31,11711,299.0,1.0
2564332,01.04.2015,31,11795,199.0,1.0
2564401,01.04.2015,31,11927,569.0,4.0
2564441,01.04.2015,31,11181,99.0,1.0
2564459,01.04.2015,31,11247,399.0,1.0
2564496,01.04.2015,31,11134,79.0,1.0
2564501,01.04.2015,31,11106,199.0,1.0
2564520,01.04.2015,31,11595,99.0,1.0
2564740,01.04.2015,31,12797,199.0,1.0
2564827,01.04.2015,31,12062,99.0,1.0
2564926,01.04.2015,31,12361,99.0,1.0
2564962,01.04.2015,24,8079,399.0,1.0
2564963,01.04.2015,24,8073,399.0,1.0
2564978,01.04.2015,24,11926,1199.0,1.0
2565014,01.04.2015,24,9401,299.0,1.0
2565027,01.04.2015,24,10478,799.0,1.0
2565031,01.04.2015,24,10476,479.0,1.0
2565069,01.04.2015,24,13802,499.0,1.0
2565144,01.04.2015,24,6126,999.0,1.0
2565145,01.04.2015,24,6117,249.0,1.0
2565242,01.04.2015,24,8570,499.0,1.0
2565287,01.04.2015,24,7856,799.0,1.0
2565328,01.04.2015,25,74,499.0,1.0
2565364,01.04.2015,24,20949,5.0,1.0
2565531,01.04.2015,24,14228,99.0,1.0
2565534,01.04.2015,24,14227,99.0,1.0
2565606,01.04.2015,24,19993,98.0,1.0
2565717,01.04.2015,21,20269,169.0,1.0
2565789,01.04.2015,21,22162,399.0,1.0
2565876,01.04.2015,21,17785,169.0,1.0
2565917,01.04.2015,24,1905,249.0,1.0
2565930,01.04.2015,21,20225,479.0,1.0
2565974,01.04.2015,21,18923,399.0,1.0
2565990,01.04.2015,21,19817,499.0,1.0
2566001,01.04.2015,21,19162,749.0,1.0
2566002,01.04.2015,21,19161,399.0,1.0
2566054,01.04.2015,24,4178,1590.0,1.0
2566074,01.04.2015,24,4231,2299.0,1.0
2566100,01.04.2015,24,5240,799.0,1.0
2566135,01.04.2015,24,5380,3490.0,1.0
2566243,01.04.2015,24,1914,249.0,1.0
2566316,01.04.2015,24,3071,799.0,1.0
2566351,01.04.2015,24,3146,2590.0,1.0
2566442,01.04.2015,25,5272,299.0,1.0
2566458,01.04.2015,25,5827,349.0,1.0
2566520,01.04.2015,25,5821,1099.0,1.0
2566525,01.04.2015,25,5822,1149.0,1.0
2566552,01.04.2015,25,4808,399.0,1.0
2566629,01.04.2015,25,4906,1999.0,1.0
2566658,01.04.2015,25,4962,399.0,1.0
2566767,01.04.2015,25,6503,1999.0,1.0
2566917,01.04.2015,25,5672,3490.0,1.0
2566951,01.04.2015,25,5658,799.0,1.0
2566961,01.04.2015,25,5601,399.0,1.0
2566989,01.04.2015,25,6185,499.0,1.0
2567009,01.04.2015,25,6254,1249.0,1.0
2567055,01.04.2015,25,6028,2499.0,1.0
2567082,01.04.2015,25,2416,699.0,1.0
2567118,01.04.2015,25,1971,4499.0,1.0
2567158,01.04.2015,25,2575,2099.0,-1.0
2567165,01.04.2015,25,2778,99.0,1.0
2567178,01.04.2015,25,2819,2198.0,1.0
2567186,01.04.2015,25,2808,999.0,1.0
2567231,01.04.2015,25,2755,999.0,1.0
2567310,01.04.2015,25,1390,1398.0,1.0
2567320,01.04.2015,25,2852,666.0,3.0
2567387,01.04.2015,25,1535,1999.0,1.0
2567390,01.04.2015,25,1876,2599.0,1.0
2567410,01.04.2015,25,2853,666.0,3.0
2567460,01.04.2015,25,3708,899.0,2.0
2567527,01.04.2015,25,4355,2399.0,1.0
2567624,01.04.2015,25,3071,799.0,1.0
2567739,01.04.2015,25,3238,2398.0,1.0
2567758,01.04.2015,25,3423,1399.0,1.0
2567765,01.04.2015,22,10517,1849.0,1.0
2567816,01.04.2015,22,9451,399.0,1.0
2567918,01.04.2015,22,12206,2499.0,1.0
2567976,01.04.2015,22,6156,99.0,1.0
2568020,01.04.2015,22,5821,1099.0,1.0
2568067,01.04.2015,22,7805,498.0,1.0
2568097,01.04.2015,22,7308,349.0,1.0
2568129,01.04.2015,22,17717,1999.0,1.0
2568205,01.04.2015,22,19436,799.0,1.0
2568243,01.04.2015,22,19307,799.0,1.0
2568286,01.04.2015,22,16249,899.0,1.0
2568355,01.04.2015,22,13387,299.0,5.0
2568368,01.04.2015,22,13367,299.0,1.0
2568394,01.04.2015,22,14652,199.0,1.0
2568437,01.04.2015,22,14386,149.0,1.0
2568642,01.04.2015,19,16055,599.0,1.0
2568644,01.04.2015,19,16056,799.0,1.0
2568725,01.04.2015,19,16184,449.0,1.0
2568783,01.04.2015,19,16210,359.0,1.0
2568817,01.04.2015,22,3443,1799.0,1.0
2568821,01.04.2015,22,3236,2398.0,1.0
2568823,01.04.2015,22,3234,498.0,1.0
2568829,01.04.2015,22,3071,799.0,1.0
2568867,01.04.2015,22,2445,599.0,1.0
2568906,01.04.2015,22,4806,99.0,2.0
2568910,01.04.2015,22,4548,2090.0,1.0
2568911,01.04.2015,22,4516,349.0,1.0
2568914,01.04.2015,22,4367,1399.0,1.0
2568944,01.04.2015,22,4190,1192.0,1.0
2569003,01.04.2015,22,486,300.0,2.0
2569014,01.04.2015,22,787,420.0,1.0
2569061,01.04.2015,22,482,3300.0,3.0
2569079,01.04.2015,22,1534,1299.0,1.0
2569080,01.04.2015,22,1568,1999.0,1.0
2569145,01.04.2015,22,1389,1998.0,1.0
2569158,01.04.2015,22,839,3300.0,1.0
2569159,01.04.2015,22,837,4600.0,1.0
2569214,01.04.2015,21,11311,899.0,1.0
2569215,01.04.2015,21,11306,449.0,2.0
2569231,01.04.2015,21,11431,79.0,1.0
2569232,01.04.2015,21,8079,399.0,1.0
2569241,01.04.2015,21,11247,399.0,1.0
2569268,01.04.2015,21,12399,99.0,1.0
2569271,01.04.2015,21,12362,399.0,1.0
2569278,01.04.2015,21,12552,199.0,1.0
2569295,01.04.2015,21,12090,399.0,1.0
2569347,01.04.2015,21,8569,399.0,2.0
2569370,01.04.2015,21,8981,399.0,1.0
2569405,01.04.2015,21,8508,699.0,1.0
2569414,01.04.2015,21,8455,3490.0,1.0
2569453,01.04.2015,21,10476,479.0,1.0
2569587,01.04.2015,21,15470,249.0,1.0
2569603,01.04.2015,21,17046,399.0,2.0
2569609,01.04.2015,21,16859,28.0,1.0
2569641,01.04.2015,21,17717,1744.5,2.0
2569675,01.04.2015,21,16493,399.0,1.0
2569676,01.04.2015,21,15817,399.0,1.0
2569721,01.04.2015,21,13827,169.0,1.0
2569729,01.04.2015,21,13802,499.0,2.0
2569734,01.04.2015,21,13229,499.0,1.0
2569764,01.04.2015,21,13230,499.0,1.0
2569837,01.04.2015,21,14243,399.0,1.0
2569873,01.04.2015,21,2517,399.0,1.0
2569886,01.04.2015,21,2813,899.0,1.0
2569918,01.04.2015,21,1969,3999.0,1.0
2569934,01.04.2015,21,2254,1399.0,1.0
2569950,01.04.2015,21,2946,449.0,-1.0
2569966,01.04.2015,21,3553,2799.0,1.0
2570022,01.04.2015,21,3342,2999.0,1.0
2570058,01.04.2015,22,21364,479.0,2.0
2570087,01.04.2015,22,20949,5.0,3.0
2570166,01.04.2015,21,1523,799.0,-1.0
2570172,01.04.2015,21,1256,149.0,1.0
2570175,01.04.2015,22,22162,399.0,1.0
2570237,01.04.2015,21,6252,299.0,1.0
2570293,01.04.2015,21,5666,3490.0,1.0
2570301,01.04.2015,21,6503,1999.0,1.0
2570305,01.04.2015,21,7220,1299.0,1.0
2570310,01.04.2015,21,7172,2599.0,1.0
2570314,01.04.2015,21,7087,999.0,1.0
2570383,01.04.2015,21,6675,26990.0,1.0
2570386,01.04.2015,21,6625,999.0,1.0
2570410,01.04.2015,21,4807,399.0,1.0
2570451,01.04.2015,21,3801,299.0,1.0
2570457,01.04.2015,21,4102,349.0,1.0
2570512,01.04.2015,21,5459,349.0,1.0
2570526,01.04.2015,21,4717,299.0,1.0
2570533,01.04.2015,21,4904,399.0,2.0
2570550,01.04.2015,21,5046,349.0,1.0
2570552,01.04.2015,21,5037,2599.0,1.0
2570637,01.04.2015,26,16676,399.0,1.0
2570663,01.04.2015,26,20225,479.0,2.0
2570685,01.04.2015,26,20226,799.0,1.0
2570688,01.04.2015,26,20540,1499.0,1.0
2570690,01.04.2015,26,20405,2399.0,1.0
2570721,01.04.2015,26,18975,149.0,1.0
2570740,01.04.2015,26,21364,479.0,1.0
2570838,01.04.2015,26,15450,999.0,1.0
2570857,01.04.2015,26,16147,599.0,1.0
2570882,01.04.2015,26,14437,349.0,1.0
2570932,01.04.2015,27,1971,4499.0,1.0
2570965,01.04.2015,27,1876,2599.0,1.0
2570987,01.04.2015,27,1969,3999.0,1.0
2571060,01.04.2015,27,2416,699.0,1.0
2571137,01.04.2015,26,21388,999.0,1.0
2571138,01.04.2015,26,21386,169.0,1.0
2571144,01.04.2015,26,21367,749.0,1.0
2571149,01.04.2015,26,21366,1599.0,1.0
2571186,01.04.2015,27,1315,449.0,1.0
2571228,01.04.2015,27,971,349.0,1.0
2571271,01.04.2015,26,4178,1590.0,1.0
2571291,01.04.2015,26,4352,1699.0,1.0
2571300,01.04.2015,26,4103,2049.0,1.0
2571369,01.04.2015,26,4717,299.0,1.0
2571482,01.04.2015,26,1905,249.0,1.0
2571484,01.04.2015,26,1969,3999.0,1.0
2571529,01.04.2015,26,5820,3199.0,1.0
2571585,01.04.2015,26,2252,399.0,1.0
2571593,01.04.2015,26,2049,998.0,1.0
2571609,01.04.2015,26,2592,499.0,1.0
2571631,01.04.2015,26,10337,149.0,1.0
2571682,01.04.2015,26,10478,799.0,1.0
2571711,01.04.2015,26,11926,1079.0,1.0
2571715,01.04.2015,26,11927,599.0,1.0
2571757,01.04.2015,26,10788,249.0,1.0
2571760,01.04.2015,26,10786,299.0,1.0
2571761,01.04.2015,26,10785,349.0,1.0
2571762,01.04.2015,26,10784,399.0,1.0
2571763,01.04.2015,26,10782,249.0,1.0
2571779,01.04.2015,26,11496,169.0,1.0
2571843,01.04.2015,26,5823,2799.0,1.0
2571899,01.04.2015,26,7812,5890.0,1.0
2572048,01.04.2015,27,9355,349.0,3.0
2572092,01.04.2015,27,10476,479.0,1.0
2572109,01.04.2015,27,10216,149.0,1.0
2572177,01.04.2015,27,7794,2498.0,1.0
2572211,01.04.2015,27,7087,999.0,1.0
2572298,01.04.2015,27,7894,2290.0,1.0
2572342,01.04.2015,27,13721,229.0,1.0
2572412,01.04.2015,27,15040,599.0,1.0
2572473,01.04.2015,27,13881,599.0,1.0
2572524,01.04.2015,27,11927,599.0,1.0
2572592,01.04.2015,27,12411,199.0,1.0
2572693,01.04.2015,27,4181,1190.0,1.0
2572713,01.04.2015,27,3753,599.0,1.0
2572948,01.04.2015,27,3340,1799.0,1.0
2572969,01.04.2015,27,3476,799.0,1.0
2572977,01.04.2015,27,3327,149.0,1.0
2573052,01.04.2015,27,5643,2990.0,2.0
2573123,01.04.2015,27,6474,249.0,1.0
2573156,01.04.2015,27,6117,249.0,1.0
2573220,01.04.2015,27,4717,299.0,1.0
2573245,01.04.2015,27,4870,1299.0,1.0
2573347,01.04.2015,27,5240,799.0,1.0
2573383,01.04.2015,25,12465,199.0,1.0
2573400,01.04.2015,25,12527,449.0,1.0
2573499,01.04.2015,25,12730,1490.0,1.0
2573550,01.04.2015,25,11927,599.0,2.0
2573558,01.04.2015,25,11926,1079.0,1.0
2573738,01.04.2015,25,14044,399.0,1.0
2573795,01.04.2015,25,14019,149.0,1.0
2573798,01.04.2015,25,14216,299.0,1.0
2573813,01.04.2015,25,15114,249.0,1.0
2573818,01.04.2015,25,15112,159.0,1.0
2573927,01.04.2015,25,13674,1649.0,2.0
2573985,01.04.2015,25,13687,1799.0,1.0
2573997,01.04.2015,25,13802,499.0,1.0
2574018,01.04.2015,25,13856,28.0,1.0
2574056,01.04.2015,25,13723,229.0,1.0
2574078,01.04.2015,25,8981,399.0,1.0
2574101,01.04.2015,25,9396,299.0,1.0
2574115,01.04.2015,25,8888,199.0,1.0
2574142,01.04.2015,25,8856,299.0,1.0
2574149,01.04.2015,25,8808,99.0,1.0
2574170,01.04.2015,25,10216,149.0,1.0
2574289,01.04.2015,25,7933,1190.0,1.0
2574315,01.04.2015,25,7856,799.0,1.0
2574381,01.04.2015,25,8537,349.0,1.0
2574390,01.04.2015,25,8469,349.0,1.0
2574463,01.04.2015,25,11185,349.0,1.0
2574464,01.04.2015,25,11184,199.0,1.0
2574503,01.04.2015,25,11339,349.0,1.0
2574514,01.04.2015,25,11652,399.0,1.0
2574630,01.04.2015,25,10617,689.0,1.0
2574639,01.04.2015,25,10578,299.0,1.0
2574640,01.04.2015,25,10382,399.0,1.0
2574645,01.04.2015,25,9994,449.0,1.0
2574655,01.04.2015,25,9929,58.0,1.0
2574708,01.04.2015,25,10478,799.0,1.0
2574801,01.04.2015,25,19686,399.0,1.0
2574827,01.04.2015,25,19438,2999.0,1.0
2574852,01.04.2015,25,19118,699.0,1.0
2574906,01.04.2015,25,19893,449.0,1.0
2574915,01.04.2015,25,19986,1999.0,1.0
2575013,01.04.2015,25,18042,299.0,1.0
2575041,01.04.2015,25,19405,399.0,1.0
2575076,01.04.2015,25,18953,28.0,1.0
2575097,01.04.2015,25,18454,199.0,1.0
2575143,01.04.2015,25,21427,169.0,1.0
2575172,01.04.2015,25,21386,169.0,1.0
2575201,01.04.2015,25,21361,1999.0,1.0
2575210,01.04.2015,25,21362,1099.0,1.0
2575322,01.04.2015,25,20611,2249.0,1.0
2575370,01.04.2015,25,20608,1999.0,1.0
2575398,01.04.2015,25,21364,479.0,1.0
2575434,01.04.2015,25,20957,1198.0,1.0
2575532,01.04.2015,25,15938,1299.0,1.0
2575568,01.04.2015,25,16245,1099.0,1.0
2575620,01.04.2015,25,16160,1999.0,1.0
2575748,01.04.2015,25,15456,649.0,1.0
2575864,01.04.2015,25,17104,399.0,1.0
2575912,01.04.2015,25,16896,399.0,1.0
2575965,01.04.2015,25,17717,1499.0,1.0
2576013,01.04.2015,25,15817,399.0,1.0
2576023,01.04.2015,25,15787,399.0,1.0
2576030,01.04.2015,25,15844,349.0,1.0
2576081,01.04.2015,25,15746,599.0,2.0
2576090,01.04.2015,25,16310,1279.0,1.0
2576095,01.04.2015,25,16826,4999.0,1.0
2576144,01.04.2015,25,16487,399.0,1.0
2576182,01.04.2015,56,2308,199.0,1.0
2576185,01.04.2015,56,2252,399.0,1.0
2576186,01.04.2015,56,2269,599.0,1.0
2576201,01.04.2015,56,2283,999.0,1.0
2576234,01.04.2015,56,3072,3499.0,1.0
2576245,01.04.2015,56,2939,449.0,1.0
2576262,01.04.2015,56,2934,449.0,1.0
2576273,01.04.2015,55,21486,210.0,1.0
2576305,01.04.2015,55,19434,50.0,1.0
2576472,01.04.2015,56,3341,2599.0,2.0
2576497,01.04.2015,56,4427,299.0,1.0
2576500,01.04.2015,56,4516,349.0,1.0
2576524,01.04.2015,56,4181,1190.0,1.0
2576539,01.04.2015,55,13097,1000.0,4.0
2576583,01.04.2015,55,13099,500.0,2.0
2576620,01.04.2015,55,10205,1079.0,1.0
2576671,01.04.2015,55,11286,399.0,1.0
2576692,01.04.2015,55,10583,199.0,1.0
2576752,01.04.2015,55,18015,300.0,1.0
2576763,01.04.2015,55,19288,500.0,1.0
2576794,01.04.2015,55,13342,150.0,1.0
2576827,01.04.2015,55,13341,150.0,1.0
2576864,01.04.2015,55,13359,150.0,1.0
2576981,01.04.2015,56,14313,199.0,1.0
2577076,01.04.2015,56,20225,479.0,1.0
2577093,01.04.2015,56,19116,399.0,1.0
2577094,01.04.2015,56,19134,549.0,1.0
2577122,01.04.2015,56,20949,5.0,1.0
2577242,01.04.2015,56,9355,349.0,1.0
2577246,01.04.2015,56,9394,299.0,1.0
2577274,01.04.2015,56,9409,349.0,1.0
2577315,01.04.2015,56,9862,99.0,1.0
2577484,01.04.2015,56,12610,349.0,1.0
2577504,01.04.2015,56,10842,399.0,1.0
